microzoneid,xcoord_p,ycoord_p,sqft_p,taz_p,block_p,hh_p,stugrd_p,stuhgh_p,stuuni_p,empedu_p,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,emptot_p,parkdy_p,parkhr_p,ppricdyp,pprichrp
15814,1696836.4335,518668.584221,1013223.72574,18799304,471870512024080,35.35,0,0,0,0,0,0,0,7.82,3.91,0,7.82,0,19.54,0,0,0,0
15815,1699128.5777,518765.474397,2020343.05048,18799304,471870512024058,81.82,0,0,0,0,0,0,0,15.63,3.91,0,3.91,0,23.45,0,0,0,0
15816,1700114.84851,517311.856989,1442946.8026,18799305,471870512024066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15817,1700178.52188,519783.030844,387066.044425,18799305,471870512024089,28,0,0,0,0,0,0,0,0.63,0,0,0,0,0.63,0,0,0,0
15818,1700120.48222,521612.210016,518195.001726,18799305,471870512024054,37,0,0,0,0,0,0,0,0.63,0.31,0,0,0,0.94,0,0,0,0
15819,1699769.97768,519122.488543,135710.548397,18799305,471870512024057,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15820,1700118.83128,522417.674385,1949715.2803,18799305,471870512024039,58,0,0,0,0,0,0,0,0.63,0.31,0,0.31,0,1.25,0,0,0,0
15821,1700351.74802,523135.306317,480844.025756,18799305,471870512024040,25,0,0,0,0,0,0,0,0.31,0,0,0.31,0,0.63,0,0,0,0
15822,1700612.37546,519676.336665,2361914.96336,18799305,471870512024050,130,0,0,0,0,0,0,0,0.63,0.63,0,1.25,0,2.5,0,0,0,0
15823,1700873.5744,519176.723449,343814.515612,18799305,471870512024052,19,0,0,0,0,0,0,0,0,0.63,0,0,0,0.63,0,0,0,0
15824,1700146.53579,518515.346304,5223.7985053,18799305,471870512024051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15825,1700999.72971,520645.655348,297647.410155,18799305,471870512024053,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15826,1699604.83489,520047.122148,252655.578784,18799305,471870512024060,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15827,1700030.03769,521025.393841,569774.640292,18799305,471870512024055,42,0,0,0,0,0,0,0,0.31,0,0,0,0,0.31,0,0,0,0
15828,1699847.67567,518475.843364,457165.309578,18799305,471870512024088,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15829,1699841.44254,519819.837889,395278.703911,18799305,471870512024061,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15830,1699991.27805,520568.361672,285408.775838,18799305,471870512024056,21,0,0,0,0,0,0,0,0.31,0,0,0,0,0.31,0,0,0,0
15831,1701506.63981,515949.124316,208570.297078,11999031,471190102021247,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15832,1701776.0681,515287.76375,126912.527434,11999031,471190102021026,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15833,1703143.87041,515152.276786,169731.096432,11999031,471190102021021,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15834,1703405.60794,515115.591934,67980.7607985,11999031,471190102021020,0,0,0,0,0,0,0,0,0,0,0,0,28.79,28.79,0,0,0,0
15835,1701054.76936,515528.339739,1881217.92351,11999031,471190102021023,40,0,0,0,0,0,0,0,0,18.86,0,0,28.79,47.65,0,0,0,0
15836,1702045.37782,511928.334474,221251.75791,11999031,471190102021099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15837,1702003.73701,515830.334837,50288.6263912,11999031,471190102021029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15838,1702316.68924,511180.157641,187366.64716,11999031,471190102021094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15839,1701354.46165,515246.569203,103447.727898,11999031,471190102021028,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15840,1702227.42593,515781.880724,16475.6630211,11999031,471190102021025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15841,1701839.76836,515870.592023,23168.0719237,11999031,471190102021027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15842,1701060.82802,516201.630237,74853.1925122,11999031,471190102021246,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15843,1702878.27113,512826.899688,1792597.5249,11999031,471190102021096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15844,1701798.81358,513850.248251,5508317.75674,11999031,471190102021097,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15845,1702672.12919,511485.541718,512159.4656,11999031,471190102021095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15846,1700790.11571,516351.112396,80570.1061667,11999031,471190102021030,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15847,1701404.03654,513463.382322,359432.98526,11999031,471190102021098,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15848,1701539.89635,515242.545157,48710.1242912,11999031,471190102021024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15849,1702929.54833,515314.98367,69977.3427948,11999031,471190102021022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15850,1698346.10518,526949.960767,2310407.51606,18799299,471870512023035,74,0,0,0,0,58.07,0,0.27,144.17,57.67,24.89,0,0,285.07,0,0,0,0
15851,1698939.51506,528245.54075,447358.599807,18799299,471870512023033,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15852,1698509.17221,527725.350759,129219.800725,18799299,471870512023034,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15853,1699590.3895,526546.082227,1049272.28425,18799299,471870512023040,36,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0
15854,1699254.80094,527688.008683,328834.038147,18799299,471870512023028,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15855,1698432.54129,529350.027687,762764.976414,18799299,471870512023031,46,0,0,0,0,0,0,0.02,0,28.83,0,0,0,28.85,0,0,0,0
15856,1700099.00503,528737.886898,22428.8021911,18799299,471870512023029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15857,1696968.55565,526112.736813,12105.8913916,18799299,471870512023054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15858,1697389.17692,525996.199564,17860.9624451,18799299,471870512023053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15859,1699114.89608,526180.249641,431741.931958,18799299,471870512023036,19,0,0,0,0,16.59,0,0.09,28.83,57.67,0,28.83,0,132.02,0,0,0,0
15860,1697821.52429,525943.62491,13189.5369103,18799299,471870512023052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15861,1698202.54364,528593.930804,1252893.31027,18799299,471870512023032,29,0,0,0,0,0,0,0.14,0,0,58.07,0,0,58.21,0,0,0,0
15862,1699493.95659,528290.393144,262688.282283,18799299,471870512023030,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15863,1697589.25993,526563.518791,1272142.57926,18799299,471870512023047,5,0,0,0,0,0,0,0.08,57.67,28.83,16.59,0,0,103.17,0,0,0,0
15864,1698786.7052,527720.457503,144691.130591,18799299,471870512023027,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15865,1699716.17986,528197.682243,2181728.89184,18799299,471870512023026,121,0,0,0,0,0,0,0.03,0,28.83,0,0,0,28.86,0,0,0,0
15866,1702311.9999,526540.327848,148148.900009,18799301,471870512023021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15867,1704199.48727,523925.934654,25313149.1345,18799301,471870512023009,278,0,0,0,0,0,0,1.59,2.76,5.51,0,0,1.42,11.28,0,0,0,0
15868,1701779.58162,523662.864528,809682.746158,18799301,471870512023057,45,0,0,0,0,0,0,0,0,0,0,2.76,0,2.76,0,0,0,0
15869,1702377.96025,520950.553213,435555.436785,18799301,471870512023060,43,0,0,0,0,0,0,0,2.76,0,0,0,0,2.76,0,0,0,0
15870,1701566.93068,522878.081489,675089.397856,18799301,471870512023056,36,0,0,0,0,0,0,0,0,2.76,0,2.76,0,5.51,0,0,0,0
15871,1702517.78394,521218.50775,206133.67219,18799301,471870512023059,21,0,0,0,0,0,0,0,0,5.51,0,0,0,5.51,0,0,0,0
15872,1701603.39965,524517.214289,723183.732623,18799301,471870512023038,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15873,1703952.94153,519087.495167,842120.107108,18799301,471870512023063,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15874,1701107.05538,522678.454717,116477.558863,18799301,471870512023055,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15875,1701234.30727,522136.657672,303678.571385,18799301,471870512023062,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15876,1704387.23741,527982.508661,158655.541773,18799301,471870512023008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15877,1703314.2593,527552.848288,982339.931844,18799301,471870512023016,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15878,1701949.79905,526859.579073,2174859.90656,18799301,471870512023020,74,0,0,0,0,0,0,3.18,2.76,0,0,0,0,5.94,0,0,0,0
15879,1705279.34684,520905.174867,1327421.75657,18799301,471870512023013,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15880,1701849.05752,522196.695401,281991.13749,18799301,471870512023019,11,0,0,0,0,0,0,0,0,2.76,0,0,0,2.76,0,0,0,0
15881,1701867.84969,521491.008529,206487.843592,18799301,471870512023061,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15882,1703122.03295,520966.300319,1875049.67741,18799301,471870512023058,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15883,1700749.78025,524229.105693,1069268.59873,18799301,471870512023039,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15884,1703745.39142,527412.607692,387248.663869,18799301,471870512023012,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15885,1706683.14248,523037.190679,429215.855216,18799301,471870512023014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15886,1705095.19656,521609.902348,8476.41363012,18799301,471870512023051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15887,1701659.27805,524116.061322,602106.925677,18799301,471870512023037,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15888,1701670.66666,520580.974605,915342.337647,18799309,471870512024035,33,0,0,0,0,0,0,0,1.6,0,0,0,0,1.6,0,0,0,0
15889,1702108.27154,518283.179025,113735.546406,18799309,471870512024034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15890,1701662.56613,520209.487054,233137.324939,18799309,471870512024037,16,0,0,0,0,0,0,0,0,1.6,0,0,0,1.6,0,0,0,0
15891,1701789.1017,519806.196485,173122.304802,18799309,471870512024130,11,0,0,0,0,0,0,0,1.6,0,0,1.6,0,3.2,0,0,0,0
15892,1701199.3162,520729.18452,36529.8932562,18799309,471870512024036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15893,1701877.3107,519380.659008,942886.041135,18799309,471870512024032,71,0,0,0,0,0,0,0,0,1.6,0,0,0,1.6,0,0,0,0
15894,1702848.52315,518144.420087,375655.332586,18799309,471870512024033,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15895,1701309.57619,519894.834093,130342.86344,18799309,471870512024131,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15896,1701347.69638,518788.549453,202863.80911,18799309,471870512024031,15,0,0,0,0,0,0,0,0,1.6,0,6.39,0,7.99,0,0,0,0
15897,1702592.15236,518876.966379,4242566.1753,18799309,471870512024030,151,0,0,0,0,0,0,0,17.58,7.99,0,6.39,0,31.96,0,0,0,0
15898,1701843.47607,516203.486226,17582.8518759,18799310,471870512024073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15899,1702275.57846,517151.702593,928579.327375,18799310,471870512024068,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15900,1701284.30992,517748.586611,395727.960258,18799310,471870512024067,22,0,0,0,0,1.33,0,0,0,0.6,1.33,0,1.07,4.32,0,0,0,0
15901,1701042.79038,516980.156855,218816.395217,18799310,471870512024070,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15902,1701844.10784,516054.264816,9700.00242601,18799310,471870512024076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15903,1702161.83431,516187.457209,111784.637615,18799310,471870512024074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15904,1702601.07309,515866.741193,135555.155581,18799310,471870512024126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15905,1701564.00841,516471.513728,483492.561148,18799310,471870512024071,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15906,1702186.51418,515972.05548,114285.37779,18799310,471870512024075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15907,1701408.43325,516247.475928,30770.0147949,18799310,471870512024078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15908,1703038.21616,516123.701745,76859.2422903,18799310,471870512024027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15909,1702825.91929,515709.357541,56385.1568637,18799310,471870512024127,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15910,1701668.41429,516212.062369,46233.3438798,18799310,471870512024072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15911,1702721.0991,517427.042115,359294.094357,18799310,471870512024029,26,0,0,0,0,1.33,0,0,0,0.6,1.33,0,1.07,4.32,0,0,0,0
15912,1701708.87135,516090.290644,11622.9827701,18799310,471870512024077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15913,1702920.69513,516800.93743,803649.454646,18799310,471870512024028,34,0,0,0,0,2.66,0,0,0,1.2,2.66,0,2.13,8.64,0,0,0,0
15914,1701495.43394,517175.00894,765591.176564,18799310,471870512024069,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15915,1705816.96855,517065.483138,1650556.26025,18799308,471870512024092,86,0,0,0,0,0,0,0,0,0,0,0,7.81,7.81,0,0,0,0
15916,1703419.47281,516318.223034,1351100.9418,18799308,471870512024026,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15917,1703822.46375,517131.900696,592426.471579,18799308,471870512024025,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15918,1704290.2302,516055.028962,910056.136038,18799308,471870512024132,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15919,1705238.24971,515849.153532,2021642.87862,18799308,471870512024090,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15920,1704749.37718,516522.104682,292566.029045,18799308,471870512024091,19,0,0,0,0,0,0,0,0,0,0,0,7.81,7.81,0,0,0,0
15921,1704559.25726,517351.672805,1219041.90491,18799308,471870512024021,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15922,1707435.02315,513267.894977,278568.892445,11999036,471190102021016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15923,1708423.57167,512828.834365,1009232.87183,11999036,471190102021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15924,1704791.83934,513058.277358,10235506.2452,11999036,471190102021017,58,0,0,0,0,11.55,0,10.74,40.78,33.58,102.27,45.58,387.21,631.71,0,0,0,0
15925,1704512.25613,514722.535485,123947.928077,11999036,471190102021018,10,0,0,0,0,0,0,0.13,0,0,0,0,48.4,48.53,0,0,0,0
15926,1709093.3091,511511.082616,227969.938158,11999034,471190102021014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15927,1710263.91592,511191.7711,6236263.86047,11999034,471190102021013,1,0,0,0,0,0,0,26.32,0,2.28,0,0,0,28.6,0,0,0,0
15928,1711755.87459,506319.676405,231314.969325,11999034,471190102021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15929,1708810.27888,505512.506948,5214279.90657,11999034,471190102021005,0,0,0,0,0,0,0,2.77,0,0,0,0,0.47,3.24,0,0,0,0
15930,1710891.10746,508165.47749,918623.086026,11999034,471190102021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15931,1711033.2476,507418.677474,168382.810439,11999034,471190102021006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15932,1714199.93939,509995.405668,6905876.14527,11999034,471190102021252,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15933,1708173.50545,506913.544918,19398.8056284,11999034,471190102021117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15934,1712448.84259,509266.465958,5278819.20008,11999034,471190102021251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15935,1710645.44537,508785.574168,1488217.22252,11999034,471190102021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15936,1714369.45856,503455.103452,82701778.9844,11999034,471190102021003,84,0,0,0,0,0,0,8.31,0,0,0,0,1.4,9.71,0,0,0,0
15937,1709322.37587,508513.002095,4819376.52247,11999034,471190102021255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15938,1715231.27424,507781.888437,10829338.6731,11999034,471190102021253,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15939,1711880.40885,507260.776973,1724147.64983,11999034,471190102021254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15940,1712418.23269,511388.106157,2291570.20375,11999034,471190102021249,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15941,1708507.39452,508574.52157,253775.901384,11999034,471190102021118,0,0,0,0,0,0,0,16.85,0,0,0,0,0,16.85,0,0,0,0
15942,1720165.47784,499861.273827,677182.021015,11999034,471190102021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15943,1744201.36516,535465.74632,26473813.9587,18799269,471870511002019,39,0,0,0,0,0,0,0,0,0,0,14.32,2.37,16.68,0,0,0,0
15944,1752721.63069,523401.612149,91805862.841,18799269,471870511002034,65,0,0,0,0,0,0,0,0,23.86,10.62,0,1.18,35.67,0,0,0,0
15945,1762956.55984,520972.60247,5266367.66351,18799269,471870511002106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15946,1765745.37239,526855.692479,185148.492982,18799269,471870511002115,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15947,1744764.72456,524880.866992,565241.892575,18799269,471870511002041,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15948,1737061.00754,523603.048221,73042.7617772,18799269,471870511002044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15949,1745524.64493,526405.021406,238980.260929,18799269,471870511002035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15950,1746162.23114,536789.253146,684660.136125,18799269,471870511002023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15951,1747214.69107,532849.801074,150634.258867,18799269,471870511002016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15952,1746789.00501,531153.551729,198312.612677,18799269,471870511002032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15953,1766824.33567,528244.814535,1463359.24776,18799269,471870511002003,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15954,1747922.64199,534470.170449,1955928.84788,18799269,471870511002018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15955,1752366.12878,533523.933795,284495.755358,18799269,471870511002014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15956,1746971.76985,532188.592765,220443.104723,18799269,471870511002031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15957,1740287.04226,536716.757241,4239640.61517,18799269,471870511002020,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15958,1740560.44565,530919.223735,389551.404666,18799269,471870511002027,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15959,1744348.65895,524716.95212,1115443.42332,18799269,471870511002038,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15960,1733941.36147,519959.289665,56240.9203855,18799269,471870511002048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15961,1743943.03172,521774.008261,52953096.5879,18799269,471870511002039,41,0,0,0,0,0,0,0,0,28.63,0,0,0,28.63,0,0,0,0
15962,1745168.3844,527438.152282,520468.408038,18799269,471870511002029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15963,1750773.29266,531809.689778,36105008.9735,18799269,471870511002013,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15964,1755584.15286,529943.997352,7270355.92233,18799269,471870511002012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15965,1767155.93622,529869.689616,180421.852831,18799269,471870511002007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15966,1747195.50302,530929.095351,192488.816253,18799269,471870511002015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15967,1760965.42236,517438.806381,295691.697125,18799269,471870511002073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15968,1753214.73166,526339.097726,2291003.45358,18799269,471870511002037,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15969,1742388.81934,528154.553579,30503517.5797,18799269,471870511002028,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15970,1741222.55126,532673.1511,5620805.86719,18799269,471870511002026,8,0,0,0,0,0,0,0,0,0,0,0,3.55,3.55,0,0,0,0
15971,1767580.33768,529546.078966,142823.056999,18799269,471870511002002,3,0,0,0,0,0,0,0,0,0,0,23.86,0,23.86,0,0,0,0
15972,1763942.96879,523419.721015,6911004.53982,18799269,471870511002010,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15973,1762558.3289,519361.428296,1958143.63996,18799269,471870511002105,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15974,1759435.79139,521040.54772,6838961.44874,18799269,471870511002107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15975,1747105.62202,532613.69227,53988.8405215,18799269,471870511002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15976,1734385.36527,521411.269563,813168.732918,18799269,471870511002047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15977,1742509.13056,533824.092671,6523637.73516,18799269,471870511002022,0,0,0,0,0,0,0,0,0,0,0,0,2.37,2.37,0,0,0,0
15978,1767359.15169,529841.747412,82476.4297362,18799269,471870511002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15979,1767784.99689,529889.159067,281190.278122,18799269,471870511002005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15980,1762180.94377,518353.55693,2073888.1434,18799269,471870511002075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15981,1737707.6067,521914.761463,22661758.4193,18799269,471870511002042,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15982,1765373.14927,525751.148767,2379440.97838,18799269,471870511002009,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15983,1766402.69772,527123.555784,147709.433508,18799269,471870511002004,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15984,1760582.34429,526967.265392,75193073.5969,18799269,471870511002008,58,0,0,0,0,0,0,0,9.54,0,0,0,3.55,13.09,0,0,0,0
15985,1743282.10008,532106.260516,11055.5398189,18799269,471870511002021,0,0,0,0,0,0,0,0,0,0,0,0,1.18,1.18,0,0,0,0
15986,1735864.23354,523109.430548,98921.2385471,18799269,471870511002045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15987,1766238.38516,526801.251609,146742.73237,18799269,471870511002001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15988,1762033.75279,517515.575838,533327.750886,18799269,471870511002074,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15989,1766931.64619,528920.261897,59777.9016013,18799269,471870511002099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15990,1765365.9295,527039.574937,294939.941423,18799269,471870511002011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15991,1750911.99821,527564.007571,6278575.21481,18799269,471870511002036,4,0,0,0,0,0,0,0,0,9.54,0,0,0,9.54,0,0,0,0
15992,1746084.52464,528401.636513,2936820.99216,18799269,471870511002033,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15993,1741787.44987,518555.125579,1824851.69999,18799269,471870511002040,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15994,1745248.85238,531778.400299,2153426.91586,18799269,471870511002030,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15995,1742736.63331,531114.536339,3474194.8689,18799269,471870511002025,3,0,0,0,0,0,0,0,0,9.54,0,0,0,9.54,0,0,0,0
15996,1747086.32466,536200.511813,384510.104258,18799269,471870511002024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15997,1765934.13768,527165.328082,172197.626549,18799269,471870511002114,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15998,1774568.70293,512514.47413,143527.117058,14999175,471490408101066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15999,1764999.16303,509586.779717,75946830.0209,14999175,471490408101074,22,0,0,0,0,0,0,1.93,0,3.25,0,0,0,5.18,0,0,0,0
16000,1775260.74149,512988.255203,482039.601725,14999175,471490408101069,2,0,0,0,0,8.22,0,4.51,0,0,0,0,0,12.73,0,0,0,0
16001,1770052.69422,513630.427328,1979598.43073,14999175,471490408101077,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16002,1777971.40596,506855.14428,27996.6967249,14999175,471490408101059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16003,1761574.20312,514577.498136,198831.988552,14999175,471490408101128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16004,1771917.72305,511138.862625,8069638.04089,14999175,471490408101065,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16005,1776689.07853,508855.815168,792343.055393,14999175,471490408101062,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16006,1761282.03958,511172.99777,94320.7080688,14999175,471490408101083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16007,1768026.64661,504679.139118,157914.180081,14999175,471490408101075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16008,1769426.93334,498016.421701,4556218.87709,14999175,471490408101117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16009,1777192.87005,504916.180909,2522473.91988,14999175,471490408101094,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16010,1771442.51603,502016.24758,45799984.6882,14999175,471490408101091,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
