id	links	xcoord_p	ycoord_p
125407	1	1794353.84097000000	802533.36448100000
125408	2	1794354.50238000000	692944.99081000000
125409	2	1794355.06636000000	722071.24751800000
125410	3	1794355.84326000000	787508.96670800000
125411	1	1794356.48696000000	742204.81158200000
125412	1	1794358.83768000000	609478.34114300000
125413	1	1794359.30815000000	734077.58308600000
125414	3	1794359.74089000000	765620.67583900000
125415	4	1794360.06701000000	703062.58442000000
125416	1	1794361.31471000000	619541.07856300000
125417	4	1794361.61326000000	628833.46811500000
125418	3	1794364.06109000000	787277.22963900000
125419	1	1794368.48759000000	668355.28047500000
125420	1	1794368.98464000000	684365.95022600000
125421	1	1794370.18674000000	625346.98460200000
125422	1	1794370.66246000000	736444.24928400000
125423	1	1794370.91213000000	733206.41291200000
125424	3	1794371.07814000000	743201.92933800000
125425	2	1794373.21527000000	700666.71388400000
125426	3	1794373.38850000000	791201.96555600000
125427	3	1794373.71396000000	639544.58448800000
125428	3	1794376.75726000000	706937.98939900000
125429	2	1794376.75989000000	822050.75162700000
125430	1	1794377.02366000000	745425.66931300000
125431	2	1794380.35798000000	693142.08326400000
125432	3	1794383.31597000000	734284.62237000000
125433	1	1794383.92588000000	684308.60552400000
125434	1	1794384.00561000000	583196.24541300000
125435	1	1794388.58532000000	730946.14873200000
125436	3	1794390.55973000000	788432.19714500000
125437	1	1794392.96884000000	625202.88941800000
125438	1	1794393.28774000000	765286.18831900000
125439	3	1794398.01247000000	789045.46265100000
125440	3	1794399.85137000000	720572.05235400000
125441	3	1794402.27033000000	690507.23092200000
125442	3	1794403.28509000000	706893.15025000000
125443	1	1794405.25064000000	746952.25779500000
125444	1	1794407.56363000000	702005.88541800000
125445	1	1794407.89138000000	788823.31348900000
125446	3	1794407.90582000000	793108.22257000000
125447	2	1794408.38023000000	821850.97053100000
125448	1	1794408.78377000000	713176.36078000000
125449	2	1794409.19716000000	718792.41844600000
125450	2	1794409.82380000000	799780.20857000000
125451	3	1794411.00030000000	587688.12422500000
125452	1	1794411.18173000000	787070.74251900000
125453	3	1794414.08625000000	822175.97217700000
125454	3	1794415.23487000000	731102.53391800000
125455	3	1794416.29557000000	552884.15183800000
125456	3	1794417.02293000000	676852.09090900000
125457	1	1794418.22831000000	742899.13991700000
125458	3	1794418.38415000000	696112.49825500000
125459	1	1794418.38677000000	730338.64961900000
125460	3	1794418.97765000000	707850.51578900000
125461	1	1794419.18828000000	680103.66150600000
125462	3	1794419.23913000000	699276.09166500000
125463	1	1794419.57410000000	540003.60476400000
125464	1	1794419.62725000000	731297.77630900000
125465	2	1794421.54818000000	822041.87434800000
125466	1	1794422.01308000000	730007.99444000000
125467	3	1794422.35166000000	612170.11233400000
125468	3	1794422.54162000000	721801.43736200000
125469	1	1794422.74208000000	625863.26211300000
125470	1	1794423.17023000000	745976.12228100000
125471	3	1794423.34214000000	733375.88140500000
125472	3	1794423.73387000000	506018.09793200000
125473	1	1794424.60067000000	625636.22746200000
125474	3	1794424.70828000000	681864.61631700000
125475	2	1794424.80014000000	748416.01700700000
125476	3	1794425.30080000000	788299.92477200000
125477	2	1794425.93892000000	721964.91177300000
125478	1	1794425.99666000000	580688.54307900000
125479	3	1794426.61313000000	695032.21334200000
125480	3	1794427.55998000000	580903.96817400000
125481	3	1794427.80932000000	731100.80327800000
125482	3	1794428.61674000000	787346.34498600000
125483	1	1794429.17284000000	678823.15488100000
125484	1	1794430.14790000000	632541.55551500000
125485	3	1794433.28339000000	730544.08818400000
125486	3	1794434.61968000000	671269.53941100000
125487	3	1794434.97106000000	718624.46569800000
125488	1	1794436.45530000000	680965.68340400000
125489	3	1794437.60589000000	791923.12093800000
125490	1	1794437.92118000000	711922.18120200000
125491	1	1794438.07013000000	745341.56515100000
125492	3	1794438.51140000000	633216.95213000000
125493	1	1794439.08194000000	703853.75573800000
125494	1	1794439.13968000000	611832.12679000000
125495	2	1794440.97465000000	747062.58565900000
125496	1	1794441.30864000000	718875.62694100000
125497	3	1794441.59834000000	595286.44465800000
125498	3	1794442.28436000000	706827.71632600000
125499	2	1794442.92970000000	821914.31226700000
125500	3	1794442.97596000000	519041.94557200000
125501	2	1794443.87688000000	721741.73538200000
125502	1	1794444.06257000000	576436.66444400000
125503	1	1794444.20824000000	618619.91505100000
125504	1	1794445.24794000000	760874.32050200000
125505	1	1794445.84899000000	793329.42094600000
125506	1	1794446.03731000000	707316.51784100000
125507	2	1794446.77517000000	721733.77476800000
125508	3	1794447.58225000000	793130.15822200000
125509	2	1794448.49039000000	712208.39683700000
125510	3	1794448.68920000000	744795.73389300000
125511	1	1794449.04550000000	716695.54337500000
125512	2	1794449.22103000000	747940.26631800000
125513	3	1794451.52023000000	721721.16947800000
125514	3	1794452.24661000000	589133.71090000000
125515	3	1794453.07207000000	747780.38474800000
125516	2	1794453.65770000000	824522.48454400000
125517	3	1794454.03467000000	695133.65113100000
125518	3	1794454.68230000000	685501.92137900000
125519	3	1794456.82600000000	730540.63641900000
125520	3	1794457.24594000000	718631.28162900000
125521	3	1794459.19279000000	602107.18364100000
125522	1	1794459.28498000000	699826.89108800000
125523	1	1794461.00545000000	693132.99207500000
125524	3	1794462.16818000000	806132.53215100000
125525	3	1794462.37979000000	788598.24668200000
125526	3	1794462.39160000000	752954.38424300000
125527	2	1794463.77283000000	822491.10868600000
125528	1	1794464.26299000000	747462.25579100000
125529	1	1794464.29350000000	730180.83333300000
125530	1	1794467.88634000000	707384.56330900000
125531	1	1794470.70950000000	730933.07625100000
125532	1	1794471.19113000000	506282.21682700000
125533	3	1794472.82826000000	670931.08011400000
125534	1	1794474.60385000000	602210.01119100000
125535	3	1794474.74427000000	716736.75818700000
125536	3	1794477.05824000000	745637.54651400000
125537	1	1794477.71900000000	730719.23087800000
125538	3	1794478.33744000000	629074.01979900000
125539	3	1794482.39058000000	731093.85447300000
125540	3	1794482.71407000000	636633.63853800000
125541	1	1794483.23310000000	679603.54045900000
125542	1	1794483.67109000000	822339.06207400000
125543	1	1794484.32266000000	606690.45957900000
125544	2	1794485.48408000000	720824.72081200000
125545	1	1794485.86203000000	823009.31237400000
125546	2	1794485.99982000000	703278.60104800000
125547	1	1794486.03165000000	745306.52388200000
125548	3	1794486.58972000000	682830.95099900000
125549	3	1794487.91517000000	706750.98977300000
125550	1	1794488.09661000000	707180.90229900000
125551	3	1794490.00211000000	595641.24348900000
125552	3	1794490.79411000000	665761.57273600000
125553	3	1794490.89647000000	601206.52500900000
125554	1	1794492.50801000000	822784.52673400000
125555	3	1794492.82888000000	676610.70294100000
125556	3	1794494.07297000000	682292.44879500000
125557	3	1794494.12087000000	633484.01655700000
125558	3	1794494.12087000000	633484.01655700000
125559	3	1794495.25768000000	786876.60970500000
125560	3	1794495.99095000000	791548.09412900000
125561	1	1794497.02769000000	666350.95147900000
125562	2	1794498.05033000000	712251.45351000000
125563	3	1794498.78359000000	594058.01437200000
125564	3	1794499.13989000000	788667.19962800000
125565	1	1794501.94697000000	606043.37819600000
125566	3	1794502.11462000000	616805.70640900000
125567	4	1794503.12545000000	822025.49249100000
125568	1	1794503.99290000000	751868.54881600000
125569	3	1794506.59755000000	703360.88500500000
125570	1	1794508.41153000000	717343.86720900000
125571	3	1794509.04473000000	786902.67362900000
125572	2	1794509.77930000000	712241.45418600000
125573	1	1794515.00895000000	718392.97239400000
125574	1	1794515.34524000000	518650.36499100000
125575	3	1794516.55291000000	619475.28145100000
125576	3	1794517.71039000000	620874.80489800000
125577	1	1794517.72548000000	747585.38448200000
125578	1	1794518.55160000000	715738.64929100000
125579	3	1794518.74254000000	712261.58833200000
125580	3	1794519.24516000000	706702.48101200000
125581	2	1794520.50927000000	616824.79003300000
125582	4	1794521.37311000000	618578.08409800000
125583	2	1794524.36195000000	786960.83394600000
125584	1	1794525.21989000000	790593.36178600000
125585	1	1794526.03977000000	662433.69422100000
125586	3	1794526.85670000000	745596.53675400000
125587	3	1794527.23662000000	734264.88815700000
125588	2	1794528.17264000000	824486.94754200000
125589	1	1794529.63458000000	789467.66193800000
125590	1	1794531.16443000000	744537.08053900000
125591	3	1794531.29435000000	695186.13790300000
125592	2	1794532.19494000000	786930.33630400000
125593	1	1794533.52794000000	752727.23935600000
125594	4	1794533.83405000000	744890.53882200000
125595	1	1794535.46692000000	731281.19071200000
125596	3	1794536.57354000000	712285.97181300000
125597	1	1794538.72314000000	666055.49570500000
125598	1	1794538.85011000000	594592.22787000000
125599	1	1794539.24283000000	628790.70114000000
125600	4	1794539.44952000000	616845.19419100000
125601	3	1794539.64735000000	731086.55855600000
125602	3	1794540.86159000000	678260.52870900000
125603	3	1794542.49446000000	572608.56186400000
125604	3	1794543.99085000000	708139.68056500000
125605	3	1794546.77956000000	632679.84821700000
125606	3	1794546.94098000000	712450.06498900000
125607	2	1794547.59977000000	589195.02212900000
125608	1	1794547.68441000000	730244.20623800000
125609	1	1794549.18178000000	793185.81099700000
125610	3	1794550.30875000000	665394.52524200000
125611	3	1794552.84484000000	787472.69086200000
125612	3	1794554.07121000000	729571.97989200000
125613	3	1794554.16176000000	696177.87049900000
125614	3	1794558.35795000000	695228.33696500000
125615	2	1794560.01936000000	636623.24518600000
125616	1	1794560.18800000000	734490.07668300000
125617	3	1794560.35893000000	710054.17444000000
125618	1	1794560.73819000000	601504.93747000000
125619	4	1794561.99016000000	700856.53666700000
125620	1	1794562.68865000000	621068.79434000000
125621	1	1794563.21489000000	793120.52208600000
125622	2	1794565.07316000000	690558.87091100000
125623	1	1794565.12860000000	521737.54615200000
125624	1	1794567.24080000000	791179.27892100000
125625	1	1794567.40977000000	734799.48584100000
125626	2	1794570.60497000000	822017.14014600000
125627	1	1794571.07315000000	749107.85289400000
125628	3	1794572.70569000000	735055.95186400000
125629	1	1794575.16959000000	747703.19363000000
125630	2	1794575.45076000000	735067.18839000000
125631	1	1794576.36447000000	822219.01178900000
125632	3	1794577.04229000000	822463.28131400000
125633	3	1794577.17320000000	695369.87211500000
125634	3	1794577.52129000000	680249.64940300000
125635	3	1794579.84741000000	580805.09894900000
125636	3	1794583.81623000000	712300.24901600000
125637	3	1794584.43368000000	572374.01344900000
125638	2	1794585.71846000000	822176.91902600000
125639	1	1794586.64365000000	734038.14943700000
125640	3	1794587.44778000000	830662.64614900000
125641	4	1794588.61609000000	606593.20026000000
125642	3	1794589.30572000000	742995.74208600000
125643	3	1794589.71254000000	665743.43694600000
125644	3	1794590.65447000000	709790.21794600000
125645	1	1794590.85001000000	707066.76440400000
125646	3	1794592.30506000000	699304.17231800000
125647	3	1794592.94285000000	717590.25385600000
125648	2	1794594.55276000000	716924.35197200000
125649	3	1794595.63871000000	733354.65244500000
125650	3	1794597.00518000000	580793.74431300000
125651	3	1794598.38051000000	735051.49452400000
125652	3	1794599.12066000000	505699.69732300000
125653	3	1794599.80734000000	633321.88269400000
125654	3	1794599.80734000000	633321.88269400000
125655	3	1794602.13148000000	814257.81806600000
125656	1	1794603.56389000000	680075.41254700000
125657	1	1794604.07144000000	662064.88163900000
125658	3	1794604.13574000000	721800.34156400000
125659	3	1794604.44873000000	744972.52356600000
125660	3	1794605.78371000000	688637.11359900000
125661	1	1794607.32209000000	589058.32030300000
125662	3	1794607.81815000000	729914.53399700000
125663	4	1794610.23219000000	606744.63794900000
125664	3	1794611.04780000000	690178.65972900000
125665	1	1794611.70758000000	695005.61431400000
125666	1	1794612.83028000000	696081.87101900000
125667	3	1794613.01335000000	745504.66915500000
125668	1	1794614.38179000000	597672.74894000000
125669	1	1794614.57831000000	678251.81087900000
125670	1	1794614.82339000000	765345.74856700000
125671	3	1794614.97955000000	734252.77499200000
125672	3	1794615.16623000000	589289.26242700000
125673	3	1794616.28598000000	504374.60023500000
125674	3	1794618.56288000000	706595.97597500000
125675	3	1794622.87324000000	748424.08785700000
125676	1	1794629.25971000000	733557.66188100000
125677	1	1794631.75675000000	791420.17574900000
125678	1	1794632.49002000000	791983.50500300000
125679	1	1794632.96508000000	667177.83171500000
125680	1	1794633.47853000000	664453.80533900000
125681	3	1794635.24625000000	730510.76574400000
125682	1	1794636.01232000000	618509.88410300000
125683	3	1794637.84040000000	731074.05136300000
125684	1	1794638.88469000000	669900.17010200000
125685	1	1794639.62288000000	510121.84300600000
125686	2	1794640.17209000000	822442.04677600000
125687	1	1794641.27937000000	734041.12941800000
125688	3	1794642.64420000000	618137.20998000000
125689	2	1794642.75706000000	555515.95956600000
125690	1	1794643.81381000000	613946.56449000000
125691	1	1794647.47818000000	745760.96195000000
125692	3	1794650.35678000000	597123.18573500000
125693	3	1794651.45356000000	712319.69910800000
125694	3	1794651.53001000000	717576.99305500000
125695	2	1794652.34529000000	721711.02218900000
125696	2	1794653.52081000000	822001.41281500000
125697	3	1794653.61793000000	781461.13497200000
125698	3	1794653.76753000000	734247.24547600000
125699	1	1794654.82134000000	791124.79904300000
125700	3	1794655.25933000000	510345.11913400000
125701	1	1794655.72816000000	781323.76549600000
125702	3	1794657.41385000000	745456.08001400000
125703	2	1794657.95880000000	806270.36291200000
125704	3	1794658.21077000000	765533.14943900000
125705	3	1794659.07166000000	596827.28015900000
125706	1	1794661.44731000000	706952.82040600000
125707	3	1794663.17401000000	689573.03298700000
125708	3	1794663.96600000000	662205.50406100000
125709	1	1794664.93976000000	730728.03040100000
125710	3	1794665.72027000000	696228.16534600000
125711	3	1794665.80688000000	734245.84915300000
125712	1	1794666.75274000000	581338.03489100000
125713	1	1794667.51094000000	664757.40939000000
125714	3	1794667.71042000000	721682.79783600000
125715	1	1794668.98404000000	752561.59828300000
125716	3	1794669.40727000000	751434.64089100000
125717	3	1794669.70484000000	745053.54801000000
125718	1	1794671.35674000000	787360.76457700000
125719	1	1794672.99781000000	743869.32367300000
125720	3	1794673.25798000000	688887.56913500000
125721	1	1794675.91775000000	580936.56292500000
125722	3	1794677.26355000000	787586.45867900000
125723	3	1794677.26946000000	730064.04190000000
125724	1	1794678.18120000000	678746.52905000000
125725	1	1794678.25567000000	731248.88762700000
125726	3	1794682.06242000000	826586.51289700000
125727	3	1794682.57817000000	522299.40657700000
125728	1	1794683.32325000000	734486.68627000000
125729	1	1794685.09359000000	619028.49723900000
125730	3	1794686.08013000000	510355.52429700000
125731	1	1794688.30060000000	699175.84514600000
125732	1	1794688.43610000000	598089.27861900000
125733	2	1794689.64181000000	638300.00200300000
125734	1	1794690.57291000000	695102.10887100000
125735	3	1794693.48465000000	730088.76658800000
125736	3	1794693.81437000000	612199.58898100000
125737	1	1794694.28911000000	712091.74123100000
125738	2	1794699.19494000000	616587.42830300000
125739	1	1794700.10537000000	695126.87292900000
125740	2	1794700.69264000000	711775.96791200000
125741	3	1794701.11324000000	620845.24229300000
125742	2	1794702.05681000000	711735.58249400000
125743	3	1794703.60831000000	746281.56819200000
125744	4	1794705.81894000000	745405.81174100000
125745	1	1794705.95312000000	813986.77005200000
125746	1	1794707.18967000000	730896.23643000000
125747	1	1794709.83632000000	681242.69695800000
125748	1	1794710.32746000000	735324.19673400000
125749	3	1794710.58599000000	730482.51055100000
125750	1	1794710.67818000000	695057.30876400000
125751	1	1794710.90259000000	572362.00330200000
125752	3	1794712.24117000000	751748.80430500000
125753	1	1794713.20180000000	827013.64032300000
125754	3	1794715.69425000000	731063.32205400000
125755	3	1794716.56498000000	733339.36048100000
125756	1	1794716.66603000000	572290.48835300000
125757	3	1794717.65454000000	822410.79552600000
125758	3	1794719.42488000000	708969.98960000000
125759	2	1794719.58236000000	822729.53143700000
125760	2	1794720.29037000000	712315.97470600000
125761	3	1794720.66373000000	721580.54246300000
125762	1	1794721.00460000000	742598.77897000000
125763	1	1794721.55185000000	722172.29652900000
125764	1	1794723.07711000000	664000.86234700000
125765	1	1794723.37304000000	506080.50200700000
125766	2	1794725.03380000000	510597.85419300000
125767	3	1794728.33464000000	690731.30691700000
125768	3	1794728.53346000000	612429.38018800000
125769	2	1794728.94652000000	669036.51664600000
125770	1	1794730.80675000000	753096.40495600000
125771	2	1794731.23687000000	711775.78385700000
125772	2	1794731.61154000000	693101.57579900000
125773	3	1794731.97538000000	540725.12858400000
125774	1	1794732.06232000000	668305.43477400000
125775	3	1794732.53936000000	711725.13927300000
125776	3	1794733.56856000000	760470.77734600000
125777	1	1794734.74277000000	733112.54006800000
125778	1	1794735.19552000000	693874.99321500000
125779	2	1794736.61842000000	824398.96543500000
125780	1	1794739.85332000000	670805.03607400000
125781	3	1794741.17845000000	733336.23351800000
125782	3	1794741.72405000000	735025.47653100000
125783	1	1794742.24537000000	706886.14239000000
125784	3	1794742.49898000000	682480.58752600000
125785	2	1794742.52031000000	555620.59551200000
125786	2	1794744.33067000000	616538.17872900000
125787	2	1794745.80213000000	757488.63895400000
125788	1	1794746.57575000000	718012.62604200000
125789	2	1794748.82738000000	716696.71430400000
125790	1	1794750.70435000000	695248.69027100000
125791	1	1794751.21747000000	712112.57944300000
125792	3	1794751.21911000000	618983.75454700000
125793	1	1794751.46944000000	693950.68368100000
125794	3	1794754.77553000000	733237.85477800000
125795	3	1794755.17842000000	743605.37735000000
125796	2	1794755.59640000000	746426.21882100000
125797	1	1794757.07605000000	733575.09426100000
125798	3	1794760.24993000000	752078.16125800000
125799	1	1794761.35032000000	623177.65495100000
125800	3	1794761.68562000000	667698.29917800000
125801	2	1794762.96613000000	693010.04383000000
125802	1	1794763.22204000000	580548.85241400000
125803	3	1794763.40052000000	712311.41237900000
125804	2	1794763.78831000000	616599.94697800000
125805	3	1794764.20793000000	620833.61141100000
125806	3	1794765.38772000000	704498.80923800000
125807	1	1794766.00878000000	746466.53435700000
125808	1	1794766.61016000000	682386.78325200000
125809	3	1794766.80963000000	669665.75128000000
125810	3	1794767.71448000000	610311.82471200000
125811	3	1794768.06586000000	752930.36394900000
125812	1	1794768.28666000000	734013.55565500000
125813	2	1794769.32800000000	721922.13233100000
125814	3	1794769.55634000000	618098.05914000000
125815	1	1794770.67773000000	745554.35639200000
125816	1	1794771.86277000000	676795.01654900000
125817	3	1794772.69282000000	690839.59279000000
125818	1	1794772.89984000000	742549.48280800000
125819	3	1794773.64164000000	752169.09742700000
125820	3	1794774.64065000000	627583.67862000000
125821	3	1794774.66723000000	730185.58037100000
125822	1	1794775.37195000000	673587.43635000000
125823	1	1794775.97890000000	730847.50096300000
125824	2	1794776.73349000000	721906.53262500000
125825	4	1794777.42345000000	693095.67358000000
125826	2	1794777.56092000000	752197.86836700000
125827	1	1794778.77450000000	677408.88638400000
125828	1	1794779.52023000000	706222.67915000000
125829	1	1794779.56387000000	730642.61226500000
125830	3	1794779.64425000000	510480.71335100000
125831	3	1794779.86768000000	580676.49126600000
125832	1	1794779.89753000000	711491.52786400000
125833	1	1794781.43952000000	636588.82038600000
125834	1	1794781.43952000000	636588.82038600000
125835	3	1794783.07600000000	721892.26296800000
125836	3	1794783.38374000000	731054.30894800000
125837	1	1794784.47364000000	620985.72068700000
125838	3	1794785.93328000000	622750.92942700000
125839	3	1794786.74266000000	792572.05500700000
125840	2	1794787.66950000000	822866.15157100000
125841	3	1794787.72068000000	748513.77895100000
125842	3	1794789.03301000000	708514.50297800000
125843	2	1794789.12816000000	693169.40604400000
125844	2	1794790.33550000000	578785.83264600000
125845	1	1794790.35978000000	731189.96222000000
125846	3	1794791.00118000000	734228.54603800000
125847	1	1794791.37257000000	594307.10376900000
125848	3	1794792.74298000000	695418.21683500000
125849	2	1794793.24101000000	792188.07447600000
125850	1	1794794.80498000000	746049.33998200000
125851	1	1794794.99986000000	820237.35335100000
125852	3	1794797.53857000000	668126.99123400000
125853	2	1794798.49723000000	716625.92048200000
125854	3	1794800.58942000000	820543.81927300000
125855	3	1794803.77872000000	578828.11077700000
125856	3	1794804.07662000000	799732.47933500000
125857	1	1794805.09466000000	673890.07583600000
125858	2	1794806.27477000000	510512.32221200000
125859	3	1794808.25837000000	830641.11928900000
125860	3	1794809.27018000000	612845.54274200000
125861	1	1794809.54248000000	694155.85649900000
125862	2	1794810.26427000000	616550.02745900000
125863	1	1794810.79215000000	714975.34930800000
125864	1	1794810.94898000000	787951.71746300000
125865	3	1794811.38795000000	746225.31535200000
125866	2	1794811.41912000000	578755.59189300000
125867	3	1794812.92830000000	685048.01480600000
125868	3	1794815.06839000000	757485.24230700000
125869	2	1794815.72850000000	693089.81696400000
125870	3	1794817.23637000000	730406.73904900000
125871	3	1794817.67042000000	603444.64783000000
125872	1	1794817.77803000000	819545.43938000000
125873	3	1794818.00900000000	806062.52769800000
125874	3	1794820.94469000000	786641.63051600000
125875	3	1794821.42402000000	742207.30075000000
125876	4	1794824.18944000000	746217.95677100000
125877	3	1794827.26587000000	748548.29233300000
125878	3	1794827.35347000000	752379.60192800000
125879	1	1794827.63136000000	757350.46075200000
125880	3	1794830.19730000000	515775.77100200000
125881	1	1794831.06278000000	694212.32029700000
125882	1	1794833.93187000000	629089.42232700000
125883	3	1794834.11986000000	830814.07432300000
125884	2	1794835.84689000000	729540.16302700000
125885	1	1794836.83311000000	666583.87916200000
125886	1	1794837.34361000000	831214.89274800000
125887	2	1794837.84755000000	699616.43941000000
125888	2	1794840.20843000000	594330.63817100000
125889	2	1794841.18743000000	690948.72610200000
125890	3	1794843.00502000000	708176.60109500000
125891	4	1794843.66545000000	795715.73113400000
125892	3	1794844.70022000000	822630.80066400000
125893	2	1794844.82325000000	594651.61390700000
125894	3	1794847.30291000000	601165.66616700000
125895	3	1794848.04831000000	693737.96100900000
125896	3	1794848.20678000000	711577.82788800000
125897	3	1794849.59457000000	580634.04548500000
125898	1	1794849.96071000000	666178.39047200000
125899	2	1794850.73400000000	594336.20082300000
125900	3	1794850.99680000000	745293.06885700000
125901	3	1794851.23564000000	718577.27648800000
125902	1	1794851.83177000000	830874.87079000000
125903	3	1794851.99876000000	685345.96729400000
125904	1	1794852.76746000000	745675.65798600000
125905	3	1794852.78256000000	716698.73595400000
125906	1	1794853.17101000000	601471.41260300000
125907	1	1794853.54863000000	674184.65989300000
125908	1	1794855.50794000000	744842.59370800000
125909	1	1794856.06667000000	730007.36222300000
125910	3	1794856.17494000000	594839.84581400000
125911	3	1794858.46529000000	752924.52308200000
125912	3	1794858.65098000000	662087.17851000000
125913	1	1794859.12802000000	516192.88696600000
125914	3	1794859.61030000000	701851.91459700000
125915	2	1794860.64803000000	711107.46071900000
125916	3	1794861.38556000000	693860.33379600000
125917	4	1794862.31075000000	731043.90444200000
125918	4	1794864.27269000000	628951.23887700000
125919	1	1794865.19001000000	669962.02004400000
125920	3	1794865.81698000000	742733.93388300000
125921	3	1794865.82288000000	721933.79667800000
125922	1	1794867.04926000000	805824.91268800000
125923	1	1794867.56173000000	588705.64187500000
125924	3	1794869.93672000000	730265.09989700000
125925	3	1794870.44656000000	693940.37005300000
125926	1	1794870.80745000000	628741.71567400000
125927	1	1794872.09452000000	742087.84724900000
125928	1	1794873.44131000000	735869.30686400000
125929	3	1794875.78382000000	792406.02548400000
125930	1	1794877.05711000000	753079.30558100000
125931	2	1794878.08631000000	616383.82175400000
125932	3	1794878.95803000000	706447.46249300000
125933	3	1794881.18014000000	663290.36311200000
125934	2	1794882.29628000000	711142.74312900000
125935	1	1794882.54168000000	695326.99523300000
125936	3	1794882.62206000000	687539.33298600000
125937	2	1794882.95769000000	602043.08600000000
125938	4	1794883.27298000000	663995.92797400000
125939	4	1794884.10533000000	685600.93791300000
125940	1	1794889.92651000000	731227.75414000000
125941	3	1794891.18143000000	730280.19632300000
125942	1	1794891.58760000000	618589.42889200000
125943	3	1794892.70669000000	665387.17059800000
125944	2	1794893.32184000000	792390.03240500000
125945	2	1794893.38680000000	795499.29784000000
125946	1	1794893.85006000000	812296.25702800000
125947	2	1794894.63385000000	746361.17269200000
125948	1	1794895.19717000000	741435.37119100000
125949	1	1794895.20242000000	734592.97280300000
125950	1	1794895.78509000000	730555.53041800000
125951	4	1794895.99441000000	717557.64860600000
125952	3	1794897.32807000000	717156.18549800000
125953	3	1794898.40189000000	830633.29220500000
125954	1	1794899.70536000000	662398.02106400000
125955	3	1794900.35529000000	717036.02891400000
125956	3	1794902.15975000000	716979.75474800000
125957	1	1794902.35398000000	792735.52482500000
125958	2	1794902.99210000000	691015.53764800000
125959	3	1794903.54295000000	636567.56878800000
125960	2	1794904.06362000000	716940.02812200000
125961	1	1794905.86841000000	598731.30653500000
125962	1	1794906.24111000000	724687.48867700000
125963	3	1794906.30640000000	787767.11579800000
125964	3	1794906.54524000000	742696.95101700000
125965	1	1794906.55705000000	589510.23114500000
125966	3	1794906.78310000000	716902.28213400000
125967	3	1794907.85430000000	730292.01060400000
125968	4	1794909.01735000000	664260.53046300000
125969	1	1794911.19911000000	734048.43878700000
125970	2	1794911.24241000000	716842.02044400000
125971	1	1794911.76210000000	745783.86019800000
125972	4	1794911.98421000000	606704.43888200000
125973	3	1794913.05015000000	711088.28063900000
125974	1	1794913.92121000000	795935.74283400000
125975	4	1794914.37594000000	619341.17935700000
125976	3	1794914.99437000000	721959.64669200000
125977	3	1794915.25881000000	694125.10360700000
125978	3	1794915.38053000000	806044.72819300000
125979	1	1794915.79687000000	670926.42887600000
125980	3	1794917.41530000000	702861.64486100000
125981	3	1794917.55769000000	751408.65242600000
125982	1	1794919.78833000000	591269.04816500000
125983	3	1794922.03078000000	733312.96912900000
125984	3	1794923.27224000000	716704.26875100000
125985	3	1794925.38444000000	717767.30041700000
125986	1	1794925.86673000000	581414.58066900000
125987	1	1794926.42808000000	835403.13699600000
125988	3	1794928.05439000000	822776.26559600000
125989	3	1794929.72728000000	669717.06154400000
125990	3	1794931.08128000000	704331.34074100000
125991	3	1794931.58620000000	742677.27290700000
125992	3	1794933.31586000000	711071.94176100000
125993	1	1794934.76632000000	597583.79176900000
125994	3	1794936.23974000000	795738.34099700000
125995	1	1794937.41592000000	595198.08853500000
125996	3	1794938.44085000000	721138.05909600000
125997	3	1794940.14491000000	676495.81931200000
125998	3	1794940.40246000000	786552.86822700000
125999	3	1794941.18297000000	665683.40753800000
126000	1	1794942.59077000000	746458.85064600000
126001	1	1794943.43789000000	786834.51562900000
126002	2	1794944.28664000000	616395.33846400000
126003	2	1794944.53631000000	718634.96403600000
126004	3	1794945.28860000000	694214.61163100000
126005	3	1794946.88407000000	716532.35833400000
126006	3	1794947.36964000000	820538.62965100000
126007	3	1794948.67147000000	552885.59409200000
126008	3	1794949.10684000000	606975.58204100000
126009	3	1794949.11176000000	694226.17197500000
126010	2	1794949.94148000000	616307.27564800000
126011	2	1794950.43197000000	710443.01749400000
126012	2	1794951.50119000000	691056.28428600000
126013	3	1794951.64916000000	715543.42133500000
126014	1	1794954.65046000000	730148.09028800000
126015	3	1794955.95066000000	618519.54615700000
126016	1	1794956.62552000000	620290.38283900000
126017	3	1794956.66719000000	612228.12665400000
126018	1	1794956.70033000000	633069.87959000000
126019	2	1794956.78366000000	745927.22933400000
126020	2	1794957.27677000000	663671.48702100000
126021	3	1794958.08713000000	717948.80103900000
126022	2	1794958.86535000000	691389.17896100000
126023	1	1794958.97394000000	748334.35411300000
126024	3	1794962.03824000000	667368.13349900000
126025	3	1794964.05103000000	730330.72575000000
126026	3	1794964.85156000000	636935.53721300000
126027	3	1794964.88929000000	594395.41494400000
126028	1	1794966.20490000000	694794.97923600000
126029	1	1794971.15404000000	682592.72870600000
126030	2	1794972.87090000000	696037.34190900000
126031	1	1794973.14583000000	706066.95702000000
126032	1	1794975.30101000000	733088.91610000000
126033	1	1794976.27247000000	540111.46019200000
126034	1	1794976.83939000000	612408.69617400000
126035	3	1794977.61269000000	690315.12336700000
126036	1	1794977.88729000000	594813.63458000000
126037	1	1794978.44930000000	595536.05472300000
126038	2	1794978.66058000000	710414.05429700000
126039	2	1794980.16025000000	704292.32343000000
126040	3	1794980.52410000000	686739.82572700000
126041	1	1794981.76753000000	746120.69548200000
