id	links	xcoord_p	ycoord_p
665	2	1589944.43384000000	408023.05114100000
666	2	1589955.24124000000	458207.24243900000
667	2	1589982.39571000000	458237.33489800000
668	2	1589986.33271000000	431229.12021400000
669	2	1589986.41145000000	463449.50918500000
670	3	1590002.90551000000	458193.05381900000
671	1	1590017.12595000000	464044.46206400000
672	3	1590056.27811000000	408461.40656300000
673	2	1590071.46738000000	431325.63905000000
674	1	1590097.77376000000	436036.12733200000
675	3	1590139.10373000000	431491.55046400000
676	3	1590144.15490000000	474909.08534700000
677	1	1590200.74501000000	441670.58259900000
678	3	1590222.74628000000	408393.39029500000
679	3	1590260.97652000000	431395.98241300000
680	2	1590263.59167000000	431388.99883100000
681	1	1590273.68679000000	453547.51422600000
682	1	1590305.95018000000	474989.05303500000
683	2	1590306.23857000000	474450.28508400000
684	3	1590309.74774000000	408336.66501500000
685	3	1590314.26512000000	464031.66254900000
686	2	1590340.61678000000	431361.19311300000
687	2	1590348.53474000000	408278.91053700000
688	1	1590375.88803000000	456502.09263400000
689	3	1590444.72024000000	436545.22900400000
690	1	1590462.32880000000	494944.19094600000
691	3	1590495.44554000000	493878.46998100000
692	1	1590505.29525000000	428142.05978700000
693	2	1590508.07445000000	436528.19098100000
694	2	1590514.27030000000	408383.98250600000
695	1	1590526.25650000000	465494.95063200000
696	3	1590526.59672000000	493865.48903600000
697	1	1590563.89356000000	471594.26684600000
698	3	1590574.75181000000	464484.63703600000
699	1	1590592.94862000000	465947.79651200000
700	3	1590638.80877000000	433593.43569500000
701	1	1590641.18015000000	459006.46918700000
702	2	1590641.66768000000	408581.55166400000
703	3	1590663.42453000000	476031.15757800000
704	2	1590706.68330000000	408520.81031600000
705	3	1590712.89228000000	471519.85623400000
706	1	1590714.02876000000	408795.05714300000
707	4	1590717.05172000000	464911.35009400000
708	3	1590718.38144000000	458768.84859900000
709	2	1590758.05393000000	433629.61508500000
710	3	1590762.63103000000	465382.67165800000
711	1	1590768.56080000000	426991.30159000000
712	3	1590792.31666000000	451738.84166200000
713	2	1590804.43573000000	412762.08497000000
714	3	1590804.87011000000	464264.55512700000
715	2	1590809.63093000000	470292.48270400000
716	3	1590813.87338000000	465978.02086100000
717	2	1590817.64830000000	464270.34612600000
718	1	1590818.72245000000	451960.88682100000
719	2	1590827.16600000000	441501.94743700000
720	3	1590838.91073000000	484735.49220400000
721	2	1590864.88574000000	412746.74084000000
722	3	1590898.38764000000	466305.21180700000
723	2	1590903.69964000000	464153.40180600000
724	2	1590957.29533000000	410161.29916100000
725	2	1590959.18280000000	436600.76957600000
726	1	1590995.09152000000	491810.89340700000
727	4	1591012.55539000000	410748.31767200000
728	2	1591015.11969000000	408897.38502200000
729	3	1591021.30177000000	470299.33177200000
730	3	1591038.48776000000	410325.38249400000
731	2	1591039.73710000000	466222.29793100000
732	4	1591055.83680000000	410765.95838500000
733	1	1591069.12812000000	478709.45209100000
734	2	1591080.90139000000	467103.70660100000
735	4	1591095.25241000000	410401.42335300000
736	1	1591095.94040000000	412440.94519200000
737	3	1591096.18187000000	465073.55121300000
738	3	1591125.55911000000	467212.99772100000
739	3	1591133.13389000000	476210.05190600000
740	4	1591146.16864000000	410464.96489200000
741	3	1591191.89231000000	409541.73609600000
742	1	1591192.21612000000	436024.24251400000
743	3	1591198.89229000000	485814.30631900000
744	3	1591202.60390000000	433631.13279900000
745	2	1591202.75908000000	409669.99666600000
746	2	1591206.86800000000	464688.89253300000
747	2	1591208.61865000000	464803.04256700000
748	3	1591214.08321000000	464807.60456600000
749	1	1591234.46670000000	494546.29738500000
750	3	1591263.78619000000	493622.59943000000
751	4	1591265.49879000000	409538.13603700000
752	2	1591276.58374000000	409683.27124600000
753	1	1591302.64340000000	476135.70855000000
754	2	1591308.91996000000	493605.13588200000
755	3	1591317.00984000000	469055.81096500000
756	2	1591321.64270000000	428156.29696300000
757	3	1591327.34676000000	434258.95076900000
758	3	1591350.69612000000	428163.86322100000
759	1	1591352.90281000000	465550.40885500000
760	2	1591365.48579000000	414565.01476300000
761	2	1591398.90272000000	467806.12940900000
762	3	1591438.25828000000	493543.22655700000
763	3	1591446.97316000000	441218.90830500000
764	1	1591467.01807000000	495988.81746600000
765	1	1591473.27560000000	494098.74841200000
766	3	1591498.36938000000	467932.58125600000
767	2	1591502.38742000000	409597.28585300000
768	3	1591522.29650000000	468173.19199500000
769	1	1591552.01265000000	441873.45784900000
770	2	1591564.17831000000	430148.01804600000
771	2	1591589.77012000000	432794.48552200000
772	2	1591590.98206000000	409768.55519600000
773	3	1591615.13654000000	465306.08946200000
774	2	1591633.34976000000	429031.88051400000
775	1	1591634.75625000000	416838.00988900000
776	3	1591657.30181000000	435963.94703100000
777	3	1591672.43596000000	467893.26079600000
778	2	1591710.96181000000	415403.75947600000
779	3	1591749.58410000000	493210.89880900000
780	3	1591823.53934000000	410519.41032100000
781	2	1591845.34868000000	412751.59188100000
782	1	1591879.53201000000	486422.67780600000
783	3	1591912.41580000000	436444.80138400000
784	2	1591953.71919000000	469205.41762100000
785	2	1591959.12699000000	484623.66565600000
786	3	1591970.47310000000	451220.88698900000
787	2	1591972.45374000000	424261.40941200000
788	2	1592034.04154000000	447835.93575400000
789	3	1592037.57040000000	431623.14895400000
790	2	1592054.74458000000	416804.45188500000
791	3	1592134.90059000000	477817.00177600000
792	2	1592134.95013000000	416789.18583900000
793	1	1592146.48587000000	469358.79329800000
794	3	1592150.80115000000	477918.39330500000
795	1	1592159.76898000000	484954.98290700000
796	3	1592189.92804000000	477873.21065300000
797	1	1592209.22557000000	461297.39570700000
798	2	1592260.18610000000	478772.44835600000
799	1	1592265.03747000000	463502.02351600000
800	3	1592270.40524000000	478852.40259200000
801	1	1592282.80613000000	476950.35160600000
802	3	1592294.63780000000	492932.79995600000
803	2	1592340.13771000000	417563.89459200000
804	1	1592347.90377000000	437528.27264200000
805	2	1592370.37584000000	416760.66424300000
806	3	1592408.27012000000	460907.95947800000
807	1	1592412.36821000000	494706.75802200000
808	2	1592422.98663000000	417564.81092900000
809	3	1592427.41411000000	436143.94667100000
810	2	1592466.60728000000	478775.07302200000
811	3	1592473.47865000000	478825.94824900000
812	2	1592494.75486000000	416665.07453900000
813	1	1592526.98740000000	458945.63794400000
814	3	1592612.92129000000	464027.35350200000
815	2	1592650.21944000000	463985.50483200000
816	3	1592686.21478000000	492875.11470400000
817	3	1592690.75578000000	415111.80107100000
818	2	1592703.03659000000	416546.89236100000
819	3	1592706.91585000000	463917.92327500000
820	1	1592730.45288000000	456887.24540700000
821	1	1592743.46729000000	478793.33578100000
822	2	1592777.01545000000	416510.52891600000
823	3	1592779.26971000000	479410.73120000000
824	3	1592880.72128000000	415567.02981900000
825	1	1592941.41669000000	415319.04179800000
826	2	1592971.31821000000	478740.08982500000
827	1	1592992.28109000000	478982.72615000000
828	1	1592996.32505000000	463871.49587400000
829	1	1593019.73675000000	461727.39845600000
830	2	1593053.27441000000	416037.04528300000
831	3	1593079.87934000000	436117.65702500000
832	2	1593170.51007000000	416017.00300100000
833	1	1593171.82076000000	478535.29889600000
834	1	1593174.37751000000	478586.89196800000
835	3	1593199.47031000000	437105.27316000000
836	1	1593236.57982000000	450138.92819500000
837	3	1593243.65493000000	461819.81854700000
838	3	1593246.12639000000	437345.92195700000
839	2	1593283.98261000000	416545.69387200000
840	1	1593313.66989000000	435323.38400700000
841	1	1593314.14331000000	458356.34253400000
842	2	1593318.82637000000	447414.94676600000
843	2	1593350.85715000000	478215.95176500000
844	3	1593382.75308000000	462734.05195500000
845	3	1593401.95055000000	449206.54226400000
846	1	1593402.14346000000	489767.95982900000
847	3	1593405.84096000000	436093.93167900000
848	1	1593423.14145000000	415915.46350600000
849	1	1593430.49282000000	459916.52150100000
850	1	1593437.78972000000	448042.51834600000
851	3	1593440.24476000000	449051.50287600000
852	3	1593458.95897000000	458706.58953700000
853	2	1593488.75090000000	438960.39543400000
854	4	1593523.89388000000	478687.95114900000
855	2	1593533.06643000000	506667.94965100000
856	1	1593544.28885000000	490006.38619000000
857	3	1593593.69000000000	479303.25438100000
858	3	1593627.87464000000	416404.59310500000
859	2	1593651.29421000000	506962.28338000000
860	1	1593653.50090000000	461909.51357800000
861	4	1593659.22694000000	416358.52101800000
862	3	1593699.85973000000	507065.90259500000
863	1	1593712.99783000000	436921.27910500000
864	1	1593726.28356000000	507126.78534800000
865	1	1593745.25498000000	478529.22640100000
866	1	1593754.78416000000	449601.10315500000
867	3	1593865.30330000000	507024.71763800000
868	1	1593872.51883000000	491965.27466000000
869	1	1593890.55292000000	507182.91187600000
870	2	1593920.61618000000	430283.74513600000
871	3	1593925.05876000000	448123.61004700000
872	3	1593931.17324000000	461915.53456300000
873	3	1593947.07807000000	466929.32177900000
874	1	1593954.96421000000	446916.97335300000
875	4	1594007.92539000000	460255.57200400000
876	3	1594030.15631000000	447905.82734600000
877	1	1594060.33342000000	447371.64370300000
878	3	1594062.22055000000	492647.53970000000
879	1	1594093.18801000000	467236.86512800000
880	1	1594099.11451000000	507199.74845600000
881	3	1594133.36280000000	447456.74720800000
882	3	1594135.34082000000	439849.56425900000
883	3	1594141.35065000000	492648.83694100000
884	3	1594158.19740000000	466891.52526700000
885	3	1594159.31452000000	452165.59671400000
886	2	1594256.39241000000	452208.36270400000
887	3	1594284.43041000000	447427.66819800000
888	2	1594307.94775000000	420116.51317400000
889	3	1594377.91743000000	447337.11424500000
890	2	1594391.71333000000	420083.99913200000
891	1	1594391.87147000000	453913.24577800000
892	1	1594398.53222000000	441301.62369100000
893	1	1594412.43442000000	446782.35748000000
894	3	1594446.95830000000	458934.46080100000
895	3	1594450.63120000000	447292.49688000000
896	2	1594485.54910000000	448389.42283600000
897	3	1594493.56451000000	448297.65136600000
898	2	1594509.93521000000	448351.05217800000
899	2	1594539.26783000000	458797.26028800000
900	2	1594551.20744000000	428922.79182200000
901	3	1594618.32771000000	428649.57320800000
902	1	1594844.76262000000	473863.77510200000
903	3	1594860.84494000000	458325.51943300000
904	3	1594907.73133000000	458440.08252400000
905	1	1594936.23718000000	490693.02851700000
906	3	1595012.36695000000	480454.19400800000
907	2	1595020.41582000000	466879.78021200000
908	2	1595068.17852000000	466874.20312300000
909	1	1595111.19287000000	482323.04492900000
910	3	1595113.39890000000	466860.05420100000
911	1	1595164.93751000000	475863.47779600000
912	3	1595175.83381000000	440725.75148300000
913	1	1595187.25177000000	458440.13501800000
914	3	1595190.88365000000	447024.53514600000
915	1	1595249.28413000000	447656.19923700000
916	3	1595262.88285000000	466694.32323400000
917	3	1595306.27745000000	447440.03103400000
918	1	1595423.15845000000	447655.29405500000
919	3	1595445.32999000000	493098.02961300000
920	3	1595451.42611000000	460848.59476800000
921	1	1595492.20752000000	461668.12692100000
922	3	1595502.22424000000	480168.92653400000
923	1	1595514.53622000000	459045.18761300000
924	1	1595521.84428000000	473336.83882000000
925	3	1595542.67035000000	461619.49447300000
926	1	1595556.36389000000	426925.63767900000
927	3	1595579.21063000000	461560.11991900000
928	1	1595586.71127000000	420141.48458100000
929	3	1595589.21324000000	492864.19576300000
930	2	1595610.50683000000	461660.98454700000
931	1	1595738.62960000000	433617.39463700000
932	1	1595839.07822000000	417164.17721500000
933	3	1595874.34587000000	456660.50078200000
934	3	1595885.98003000000	479929.70325900000
935	3	1595896.90816000000	440657.60857500000
936	1	1595939.02323000000	465172.62253700000
937	1	1595939.56391000000	452653.05243200000
938	1	1595952.68921000000	480540.08720900000
939	4	1595965.48906000000	417396.19807700000
940	3	1595974.22821000000	474988.69575300000
941	2	1595999.37547000000	420470.11548500000
942	1	1596025.01420000000	480218.48384900000
943	1	1596051.48889000000	507185.90235500000
944	3	1596074.22375000000	451745.23338100000
945	2	1596084.57740000000	451751.38855300000
946	3	1596090.79228000000	464593.19882700000
947	1	1596091.81558000000	507068.56400700000
948	1	1596098.22567000000	437448.29773600000
949	1	1596113.85753000000	439157.03250800000
950	1	1596121.04813000000	497366.73137700000
951	1	1596145.81547000000	507175.75769100000
952	1	1596150.59039000000	488798.38630900000
953	2	1596242.94979000000	417564.40509000000
954	3	1596262.76898000000	465972.64915200000
955	1	1596268.38773000000	479162.66017400000
956	2	1596275.09835000000	420737.62413700000
957	3	1596300.64095000000	466207.79008600000
958	2	1596303.16456000000	417488.84552900000
959	1	1596313.52445000000	464384.17627900000
960	3	1596332.35676000000	475865.72221400000
961	3	1596342.69303000000	475554.51056600000
962	3	1596356.15593000000	466174.31705600000
963	3	1596375.60340000000	475592.80904600000
964	1	1596378.40359000000	465568.42227000000
965	1	1596383.91047000000	466527.06930300000
966	2	1596445.67642000000	434449.25124100000
967	1	1596447.24859000000	484779.66534400000
968	3	1596515.29209000000	475720.41738600000
969	3	1596541.96395000000	434574.10630600000
970	1	1596543.91933000000	485580.28710200000
971	1	1596545.02563000000	460505.64499400000
972	3	1596553.64011000000	466062.91406300000
973	3	1596598.57113000000	475746.81989200000
974	2	1596616.88539000000	417528.85365100000
975	3	1596629.34337000000	488816.41580000000
976	3	1596650.58316000000	475757.73752200000
977	3	1596691.09555000000	479454.10119200000
978	3	1596722.67291000000	460700.28043200000
979	3	1596723.50559000000	426985.50829500000
980	3	1596737.37301000000	479439.61007900000
981	1	1596759.02815000000	500282.39877400000
982	1	1596759.44679000000	466327.67829800000
983	1	1596817.71832000000	496682.36824400000
984	3	1596833.94467000000	496705.65756800000
985	1	1596848.59589000000	417336.60502000000
986	2	1596864.03319000000	421772.53906200000
987	1	1596872.35306000000	431291.34614000000
988	2	1596900.59906000000	460684.10789200000
989	1	1596913.30836000000	416403.54717500000
990	2	1596932.13411000000	421742.87934400000
991	1	1596991.56312000000	450360.79848600000
992	1	1597005.96007000000	445640.84926500000
993	3	1597009.43546000000	452481.19024300000
994	3	1597025.24645000000	496654.89454600000
995	2	1597187.66837000000	453799.00880100000
996	3	1597191.51023000000	445451.83586300000
997	2	1597198.58042000000	418416.60384400000
998	1	1597231.76704000000	424503.98996400000
999	2	1597288.68097000000	449953.60015400000
1000	3	1597307.14287000000	455238.03774700000
1001	1	1597314.69994000000	418925.75079200000
1002	3	1597330.64348000000	466021.55062900000
