hhno	fraction_with_jobs_outside	hhsize	hhvehs	hhwkrs	hhftw	hhptw	hhret	hhoad	hhuni	hhhsc	hh515	hhcu5	hhincome	hownrent	hrestype	hhparcel	zone_id	hhtaz	hhexpfac	samptype
415000	0	2	1	1	1	0	0	1	0	0	0	0	22352	2	3	27404	956	957	500	11
34000	0	5	4	2	2	0	0	0	0	1	2	0	100762	1	1	8570	2685	2686	500	11
110000	0	3	2	1	1	0	0	0	1	0	0	1	18163	2	3	5411	483	484	500	11
192000	0	4	2	2	2	0	0	0	0	0	0	2	104158	1	1	28451	1222	1223	500	11
336000	0	1	1	0	0	0	0	0	1	0	0	0	39484	2	3	29861	1813	1814	500	11
261500	0.047	1	1	1	1	0	0	0	0	0	0	0	20320	2	3	23541	852	853	500	11
487000	0.049	5	3	4	2	1	0	0	0	1	1	0	76314	1	1	15850	2596	2597	500	11
415500	0.049	3	1	1	1	0	0	1	0	0	0	1	39484	2	1	27429	1015	1016	500	11
110500	0.059	1	1	1	1	0	0	0	0	0	0	0	61984	1	1	5428	440	441	500	11
192500	0	1	1	1	1	0	0	0	0	0	0	0	96229	2	3	28676	1144	1145	500	11
416000	0	1	1	0	0	0	0	1	0	0	0	0	78231	2	3	27453	953	954	500	11
34500	0	2	2	1	0	0	0	1	1	0	0	0	34154	3	1	8582	2690	2691	500	11
564000	0	4	1	2	2	0	0	0	0	2	0	0	79247	1	1	13474	1382	1383	500	11
111000	0.4	1	1	1	1	0	0	0	0	0	0	0	29463	2	3	5455	389	390	500	11
336500	0.03	3	2	1	1	0	0	1	0	0	0	1	73960	1	1	29873	1822	1823	500	11
262000	0.047	2	1	1	1	0	0	0	0	0	1	0	65589	2	3	23544	852	853	500	11
35000	0.044	2	1	1	1	0	0	0	0	0	1	0	33001	1	4	8616	2673	2674	500	11
262500	0	1	3	0	0	0	1	0	0	0	0	0	25060	1	3	23559	850	851	500	11
416500	0	3	0	0	0	0	0	1	0	0	0	2	4333	2	3	27519	658	659	500	11
487500	0.049	3	2	2	2	0	0	0	0	0	1	0	97405	1	1	15867	2598	2599	500	11
111500	0.4	4	2	2	2	0	0	0	0	0	0	2	33619	2	3	5466	389	390	500	11
193000	0	4	4	2	1	1	0	1	1	0	0	0	136050	1	1	28802	608	609	500	11
417000	0	2	2	2	2	0	0	0	0	0	0	0	65023	2	3	27571	207	208	500	11
35500	0.044	4	2	1	1	0	0	1	0	0	0	2	34548	2	4	8630	2683	2684	500	11
112000	0	2	2	1	1	0	0	1	0	0	0	0	95160	1	1	5482	381	382	500	11
564500	0.073	5	3	3	2	0	2	0	0	1	0	0	102309	1	1	13563	1373	1374	500	11
488000	0.049	4	2	1	1	0	0	1	0	0	1	1	222239	2	1	15879	2598	2599	500	11
337000	0.031	5	4	3	1	2	0	0	0	1	1	0	32400	1	1	29905	1651	1652	500	11
263000	0	4	3	3	3	0	0	0	0	0	0	1	52195	2	3	23559	850	851	500	11
337500	0.036	1	1	0	0	0	1	0	0	0	0	0	15504	2	3	29995	1688	1689	500	11
36000	0	4	2	2	2	0	0	0	0	0	0	2	50945	1	1	8684	2771	2772	500	11
263500	0.047	1	1	1	1	0	0	0	0	0	0	0	27431	2	3	23563	851	852	500	11
193500	0	3	2	1	1	0	0	1	0	1	0	0	26849	2	2	28876	617	618	500	11
112500	0	4	1	1	0	1	1	2	0	0	0	0	33660	1	1	5488	382	383	500	11
338000	0.036	3	1	0	0	0	0	3	0	0	0	0	7912	1	4	30011	1680	1681	500	11
565000	0	2	1	0	0	0	0	0	1	0	0	1	24432	2	3	13671	1392	1393	500	11
194000	0	1	2	0	0	0	1	0	0	0	0	0	12495	1	1	1568	1580	1581	500	11
194500	0	1	1	0	0	0	0	1	0	0	0	0	0	3	3	1605	1590	1591	500	11
565500	0	2	2	1	1	0	0	1	0	0	0	0	28626	1	1	13805	1406	1407	500	11
488500	0.049	4	2	1	1	0	0	1	0	0	2	0	74167	2	3	15897	2606	2607	500	11
36500	0.095	2	2	0	0	0	2	0	0	0	0	0	53339	1	1	8723	2781	2782	500	11
113000	0.05	3	2	2	2	0	0	0	0	0	1	0	50799	2	3	5502	366	367	500	11
489000	0.049	1	1	1	1	0	0	0	0	0	0	0	30479	2	3	15914	2607	2608	500	11
264000	0	3	2	2	2	0	0	0	0	0	1	0	34642	1	2	23610	811	812	500	11
37000	0.095	2	4	1	1	0	0	1	0	0	0	0	70534	1	1	8761	2788	2789	500	11
417500	0	9	2	1	1	0	0	1	0	1	3	3	13407	2	3	27684	685	686	500	11
566000	0.073	4	1	2	2	0	0	0	0	0	1	1	50291	1	1	13947	1363	1364	500	11
338500	0	5	3	1	1	0	0	1	0	0	2	1	32076	1	1	30027	1999	2000	500	11
195000	0	4	2	1	1	0	0	1	0	0	2	0	82294	1	1	6733	1595	1596	500	11
195500	0	2	2	0	0	0	2	0	0	0	0	0	38990	1	1	6891	1575	1576	500	11
566500	0	1	2	1	0	1	0	0	0	0	0	0	24085	1	1	14072	1277	1278	500	11
489500	0	3	3	3	3	0	0	0	0	0	0	0	70996	1	1	15944	2566	2567	500	11
264500	0	2	2	1	1	0	0	0	0	0	1	0	37126	1	1	23619	813	814	500	11
196000	0	2	4	0	0	0	1	1	0	0	0	0	36274	1	1	6915	1585	1586	500	11
113500	0	4	1	2	1	1	0	0	0	2	0	0	60508	1	1	5509	374	375	500	11
37500	0	3	3	2	2	0	0	0	0	1	0	0	97723	1	1	8808	2746	2747	500	11
567000	0	2	2	0	0	0	0	2	0	0	0	0	55722	2	3	14193	1332	1333	500	11
339000	0	2	1	0	0	0	0	1	0	0	1	0	17373	1	4	30052	2008	2009	500	11
196500	0	1	1	0	0	0	1	0	0	0	0	0	1238	3	3	6942	1591	1592	500	11
339500	0	1	1	0	0	0	1	0	0	0	0	0	16466	2	1	30084	1994	1995	500	11
418000	0	3	1	1	1	0	0	0	0	0	2	0	13326	2	3	27690	683	684	500	11
567500	0	2	1	1	0	1	1	0	0	0	0	0	12394	1	1	14227	1322	1323	500	11
38000	0	1	0	1	0	0	0	0	1	0	0	0	6909	2	2	8867	2753	2754	500	11
114000	0.05	2	2	1	1	0	0	1	0	0	0	0	76199	1	1	5519	367	368	500	11
265000	0	2	4	2	2	0	0	0	0	0	0	0	36095	2	3	23633	802	803	500	11
490000	0	2	1	2	1	1	0	0	0	0	0	0	68430	1	1	16247	2577	2578	500	11
340000	0	1	2	1	1	0	0	0	0	0	0	0	80942	1	3	30109	2010	2011	500	11
568000	0.073	2	2	0	0	0	0	2	0	0	0	0	43626	1	1	14278	1359	1360	500	11
340500	0.031	1	1	0	0	0	0	1	0	0	0	0	9673	2	1	30141	1650	1651	500	11
418500	0	1	1	1	1	0	0	0	0	0	0	0	32076	1	1	28036	498	499	500	11
341000	0	1	1	0	0	0	0	1	0	0	0	0	11745	2	3	30166	1653	1654	500	11
265500	0	3	3	1	1	0	0	1	0	0	0	1	39484	2	3	23643	814	815	500	11
490500	0	2	2	2	2	0	0	0	0	0	0	0	232863	1	1	16318	2535	2536	500	11
341500	0	4	2	1	1	0	0	1	0	0	0	2	30686	2	1	30183	1661	1662	500	11
114500	0.05	2	3	2	1	1	0	0	0	0	0	0	88958	1	1	5526	369	370	500	11
38500	0	3	2	2	2	0	0	0	0	0	1	0	361278	1	1	9018	2626	2627	500	11
568500	0.073	4	2	1	1	0	0	1	0	0	1	1	28143	1	4	14334	1367	1368	500	11
266000	0.032	2	2	2	1	1	0	0	0	0	0	0	50532	2	3	23653	777	778	500	11
419000	0	2	2	2	1	0	0	0	1	0	0	0	31902	1	3	28092	503	504	500	11
39000	0	2	2	2	1	1	0	0	0	0	0	0	107890	1	1	25319	2687	2688	500	11
419500	0	3	2	0	0	0	1	2	0	0	0	0	42421	1	1	28143	535	536	500	11
266500	0.032	2	2	2	2	0	0	0	0	0	0	0	31035	1	1	23660	775	776	500	11
569000	0	4	4	1	1	0	0	1	1	0	1	0	58165	1	1	14421	1299	1300	500	11
197000	0.069	2	3	2	0	2	0	0	0	0	0	0	51750	1	1	6960	1587	1588	500	11
420000	0	2	1	0	0	0	2	0	0	0	0	0	18137	1	1	28192	552	553	500	11
115000	0	6	1	1	1	0	0	1	0	0	3	1	12192	2	3	5539	348	349	500	11
267000	0.038	1	1	1	1	0	0	0	0	0	0	0	35559	2	3	23669	839	840	500	11
39500	0.095	2	2	1	1	0	0	1	0	0	0	0	95156	1	1	25380	2783	2784	500	11
342000	0	5	2	2	1	1	0	0	0	0	3	0	79175	1	1	30195	1656	1657	500	11
115500	0	2	0	0	0	0	0	2	0	0	0	0	20320	2	1	5558	351	352	500	11
491000	0.049	7	2	1	1	0	0	1	0	0	5	0	99437	1	1	16369	2593	2594	500	11
267500	0.038	2	2	2	0	2	0	0	0	0	0	0	38492	2	3	23675	842	843	500	11
197500	0	2	2	2	2	0	0	0	0	0	0	0	64488	1	4	6987	1488	1489	500	11
420500	0	3	0	2	2	0	0	0	0	0	1	0	84640	1	1	28204	556	557	500	11
569500	0	3	1	1	1	0	0	0	0	0	2	0	81058	2	3	14559	1326	1327	500	11
268000	0.038	1	1	1	1	0	0	0	0	0	0	0	45719	2	3	23680	837	838	500	11
198000	0	3	3	0	0	0	2	1	0	0	0	0	24989	1	4	7796	1472	1473	500	11
342500	0	2	2	2	2	0	0	0	0	0	0	0	69499	1	1	30219	1654	1655	500	11
570000	0	2	1	1	1	0	0	1	0	0	0	0	125626	1	1	14608	1329	1330	500	11
421000	0	1	1	1	1	0	0	0	0	0	0	0	29613	2	3	28233	236	237	500	11
198500	0	3	2	0	0	0	0	2	0	0	1	0	16781	1	1	8026	1500	1501	500	11
343000	0	2	3	1	0	1	0	1	0	0	0	0	79602	1	1	30235	1745	1746	500	11
268500	0.032	2	2	1	1	0	0	1	0	0	0	0	44907	1	1	23689	776	777	500	11
491500	0.049	3	2	1	1	0	0	0	0	0	2	0	82166	1	1	16375	2597	2598	500	11
570500	0	2	2	1	0	1	0	1	0	0	0	0	28869	1	1	14628	1328	1329	500	11
269000	0.032	1	1	1	1	0	0	0	0	0	0	0	36353	2	3	23690	773	774	500	11
199000	0.065	3	4	1	1	0	0	1	0	0	0	1	30526	2	3	8084	1478	1479	500	11
116000	0	5	2	1	0	1	0	1	0	0	3	0	23394	1	1	5572	337	338	500	11
40000	0	5	2	2	2	0	0	0	0	0	2	1	38099	1	1	25395	2774	2775	500	11
343500	0.03	2	2	2	2	0	0	0	0	0	0	0	90752	2	3	30311	1819	1820	500	11
269500	0.032	1	1	1	1	0	0	0	0	0	0	0	49355	2	3	23690	773	774	500	11
116500	0	2	0	0	0	0	0	2	0	0	0	0	5560	2	3	5595	324	325	500	11
421500	0	4	3	1	0	1	0	1	0	0	2	0	83331	2	3	28606	983	984	500	11
571000	0	2	4	2	2	0	0	0	0	0	0	0	68518	1	1	14700	1302	1303	500	11
270000	0.038	1	1	1	1	0	0	0	0	0	0	0	75283	2	3	23701	841	842	500	11
117000	0	5	4	0	0	0	0	3	0	0	1	1	19347	2	3	5595	324	325	500	11
270500	0.201	1	2	1	1	0	0	0	0	0	0	0	56668	1	2	23705	846	847	500	11
344000	0.03	2	2	2	1	1	0	0	0	0	0	0	33352	2	3	30324	1820	1821	500	11
492000	0.049	4	2	2	2	0	0	0	0	0	2	0	118870	1	1	16391	2594	2595	500	11
422000	0	3	1	0	0	0	0	1	0	1	1	0	2352	2	3	28664	984	985	500	11
571500	0	3	3	3	2	0	0	0	0	1	0	0	129538	1	1	14734	1315	1316	500	11
199500	0.065	4	2	2	2	0	0	0	1	0	1	0	107768	1	1	8101	1485	1486	500	11
572000	0	1	1	0	0	0	0	1	0	0	0	0	113790	2	1	14803	1317	1318	500	11
40500	0	5	3	2	1	1	0	0	0	0	1	2	39623	2	1	31187	2808	2809	500	11
271000	0.076	2	3	2	2	0	0	0	0	0	0	0	70568	1	1	23708	797	798	500	11
492500	0.049	3	1	1	1	0	0	0	0	0	2	0	48767	1	1	16418	2599	2600	500	11
117500	0.07	2	4	2	2	0	0	0	0	0	0	0	97971	1	1	5609	319	320	500	11
271500	0	1	1	1	1	0	0	0	0	0	0	0	30473	2	3	23717	793	794	500	11
41000	0	1	1	1	1	0	0	0	0	0	0	0	27639	1	1	31291	2758	2759	500	11
422500	0	3	0	1	1	0	0	0	0	0	1	1	15794	2	3	28711	531	532	500	11
272000	0	1	1	1	1	0	0	0	0	0	0	0	17532	2	3	23722	848	849	500	11
41500	0	2	0	0	0	0	0	1	0	0	1	0	9674	1	1	31507	2814	2815	500	11
572500	0	2	2	2	1	1	0	0	0	0	0	0	57745	1	1	14883	1290	1291	500	11
118000	0.07	2	2	2	2	0	0	0	0	0	0	0	82625	2	3	5609	319	320	500	11
118500	0.07	1	1	1	0	0	0	0	1	0	0	0	17780	2	3	5634	314	315	500	11
42000	0	2	1	0	0	0	1	1	0	0	0	0	28818	1	1	32205	2816	2817	500	11
200000	0	5	2	2	2	0	0	0	0	0	3	0	114806	2	4	8127	1502	1503	500	11
119000	0	1	1	1	1	0	0	0	0	0	0	0	2134	2	3	5651	309	310	500	11
344500	0.03	4	3	2	2	0	0	0	0	0	1	1	41457	2	1	30354	1821	1822	500	11
272500	0.201	4	2	3	3	0	0	0	0	0	1	0	50799	1	4	23730	845	846	500	11
493000	0.049	4	2	2	2	0	0	0	0	0	2	0	173311	1	1	16444	2604	2605	500	11
423000	0	3	1	0	0	0	0	1	0	0	0	2	4333	2	3	28735	513	514	500	11
273000	0	1	1	1	1	0	0	0	0	0	0	0	2320	1	2	23741	790	791	500	11
200500	0.065	2	2	1	1	0	0	0	1	0	0	0	60959	1	1	8209	1477	1478	500	11
119500	0.169	3	1	1	1	0	0	0	0	0	0	2	6550	2	3	5662	308	309	500	11
423500	0	2	2	1	1	0	0	1	0	0	0	0	31191	2	3	28778	511	512	500	11
345000	0.03	3	3	2	2	0	0	0	0	0	1	0	134065	1	1	30364	1826	1827	500	11
120000	0	2	1	1	1	0	0	0	0	0	0	1	22703	2	3	5678	313	314	500	11
424000	0	2	2	1	1	0	0	1	0	0	0	0	24592	2	2	29070	508	509	500	11
573000	0	5	4	2	2	0	0	0	0	2	1	0	57169	1	4	14992	1305	1306	500	11
273500	0	3	2	2	2	0	0	1	0	0	0	0	104783	2	2	23742	794	795	500	11
573500	0	1	3	0	0	0	0	1	0	0	0	0	113790	2	1	15012	1282	1283	500	11
42500	0	3	3	3	2	0	0	0	1	0	0	0	177596	1	1	32320	2686	2687	500	11
345500	0	3	2	1	1	0	0	1	0	0	0	1	56427	1	1	30371	1829	1830	500	11
120500	0	2	1	0	0	0	0	2	0	0	0	0	8263	2	3	6553	487	488	500	11
574000	0	3	3	1	1	0	2	0	0	0	0	0	34736	1	1	15054	1284	1285	500	11
201000	0.065	6	3	1	0	1	0	3	0	0	1	1	81888	1	1	8227	1486	1487	500	11
574500	0	1	1	0	0	0	1	0	0	0	0	0	15794	1	1	15150	1285	1286	500	11
493500	0.049	5	3	1	1	0	0	1	0	1	2	0	124990	1	1	16463	2603	2604	500	11
274000	0.032	1	1	1	1	0	0	0	0	0	0	0	36095	2	3	23749	774	775	500	11
43000	0	2	2	0	0	0	1	1	0	0	0	0	59927	1	1	32399	2638	2639	500	11
424500	0	3	3	2	2	0	0	1	0	0	0	0	435197	1	1	6321	1260	1261	500	11
494000	0.049	1	1	1	1	0	0	0	0	0	0	0	45900	1	3	16507	2608	2609	500	11
43500	0	1	1	0	0	0	1	0	0	0	0	0	4	2	3	32475	2707	2708	500	11
121000	0	2	4	2	2	0	0	0	0	0	0	0	87658	1	1	6572	482	483	500	11
44000	0	1	1	1	1	0	0	0	0	0	0	0	72706	1	1	32523	2632	2633	500	11
201500	0	2	4	2	2	0	0	0	0	0	0	0	89406	1	1	10543	1577	1578	500	11
346000	0.131	4	2	1	1	0	0	0	1	0	2	0	21437	2	3	30384	1860	1861	500	11
425000	0	2	2	1	0	1	1	0	0	0	0	0	611132	1	1	6361	1254	1255	500	11
274500	0.032	2	3	1	1	0	0	0	0	1	0	0	33146	2	3	23758	771	772	500	11
275000	0	1	1	0	0	0	0	1	0	0	0	0	35559	1	2	25222	738	739	500	11
121500	0	1	0	0	0	0	0	1	0	0	0	0	10266	2	3	6587	484	485	500	11
575000	0	3	2	2	2	0	0	0	0	0	0	1	42982	2	3	15246	1288	1289	500	11
44500	0	1	0	0	0	0	1	0	0	0	0	0	8233	2	3	32549	2702	2703	500	11
202000	0	2	2	1	1	0	1	0	0	0	0	0	48435	1	1	10574	1582	1583	500	11
425500	0	1	1	1	1	0	0	0	0	0	0	0	145400	1	1	6378	1256	1257	500	11
346500	0	2	1	1	1	0	0	0	0	0	0	1	40305	1	1	30399	1742	1743	500	11
494500	0	4	2	1	1	0	1	1	0	1	0	0	50393	1	4	16569	2573	2574	500	11
122000	0	1	1	1	1	0	0	0	0	0	0	0	21356	2	1	9217	716	717	500	11
202500	0	1	1	1	1	0	0	0	0	0	0	0	29221	2	1	10602	1592	1593	500	11
575500	0	3	2	0	0	0	1	1	0	1	0	0	2369	1	1	15363	1292	1293	500	11
122500	0	1	1	1	1	0	0	0	0	0	0	0	110321	1	1	9228	704	705	500	11
347000	0.131	2	2	2	1	1	0	0	0	0	0	0	158726	1	1	30442	1863	1864	500	11
203000	0.069	2	3	2	2	0	0	0	0	0	0	0	54660	2	1	10618	1588	1589	500	11
495000	0	2	2	1	1	0	0	0	0	0	1	0	45343	1	1	16745	2569	2570	500	11
426000	0	6	2	1	1	0	0	1	0	0	2	2	7897	2	2	6412	1252	1253	500	11
576000	0	3	2	1	0	1	0	1	0	0	1	0	248883	1	1	15522	1266	1267	500	11
275500	0	4	3	2	1	0	0	1	0	1	1	0	105705	1	1	25228	739	740	500	11
276000	0	1	0	0	0	0	0	1	0	0	0	0	47139	1	2	25243	726	727	500	11
495500	0	1	1	0	0	0	1	0	0	0	0	0	9245	1	4	16839	2434	2435	500	11
123000	0.054	3	2	1	1	0	0	1	0	0	0	1	27844	2	3	9242	689	690	500	11
347500	0.03	2	2	2	2	0	0	0	0	0	0	0	74032	1	1	30499	1824	1825	500	11
426500	0	2	3	1	1	0	0	1	0	0	0	0	123387	1	1	6435	1251	1252	500	11
276500	0.196	2	2	1	1	0	0	1	0	0	0	0	51564	2	3	25265	824	825	500	11
576500	0	1	1	1	1	0	0	0	0	0	0	0	48115	1	1	15695	1293	1294	500	11
203500	0.069	3	3	2	2	0	0	1	0	0	0	0	53404	1	1	10637	1589	1590	500	11
427000	0	1	1	1	1	0	0	0	0	0	0	0	70568	1	1	6473	10	11	500	11
204000	0	2	1	1	1	0	1	0	0	0	0	0	41655	1	1	10656	1562	1563	500	11
577000	0	2	2	2	1	1	0	0	0	0	0	0	33680	2	4	15734	1296	1297	500	11
496000	0	4	4	2	2	0	0	0	0	2	0	0	211601	1	1	16887	2531	2532	500	11
427500	0	2	4	2	2	0	0	0	0	0	0	0	51815	1	1	10183	5	6	500	11
577500	0	1	1	1	1	0	0	0	0	0	0	0	25782	2	3	15753	1289	1290	500	11
348000	0.03	4	2	2	2	0	0	0	0	0	1	1	99002	1	1	30508	1824	1825	500	11
277000	0.196	4	2	2	2	0	0	0	0	0	2	0	81279	2	3	25304	823	824	500	11
123500	0	6	1	1	1	0	0	1	0	0	3	1	12192	2	3	9496	425	426	500	11
45000	0	7	3	3	1	2	0	0	0	0	2	2	40668	2	4	32572	2709	2710	500	11
348500	0	1	1	1	1	0	0	0	0	0	0	0	42671	1	1	30548	1725	1726	500	11
124000	0	1	1	1	1	0	0	0	0	0	0	0	50799	1	1	9577	447	448	500	11
578000	0	2	2	1	1	0	0	1	0	0	0	0	9837	2	1	15771	1312	1313	500	11
277500	0.089	2	2	2	2	0	0	0	0	0	0	0	158197	1	1	25313	821	822	500	11
578500	0	2	2	1	1	0	0	1	0	0	0	0	27244	1	1	15833	1295	1296	500	11
428000	0	2	2	2	2	0	0	0	0	0	0	0	804476	1	1	10199	14	15	500	11
45500	0	2	2	2	0	2	0	0	0	0	0	0	70534	1	1	32638	2761	2762	500	11
579000	0	2	0	0	0	0	0	1	1	0	0	0	9774	2	3	16043	1327	1328	500	11
428500	0	1	1	1	1	0	0	0	0	0	0	0	40630	2	3	10202	11	12	500	11
46000	0.124	1	1	1	1	0	0	0	0	0	0	0	52457	1	4	32697	2742	2743	500	11
124500	0	3	3	1	1	0	0	2	0	0	0	0	19202	1	1	9591	437	438	500	11
278000	0.196	4	3	0	0	0	0	4	0	0	0	0	52203	2	1	25316	826	827	500	11
429000	0	2	2	2	1	1	0	0	0	0	0	0	53461	1	3	10207	11	12	500	11
204500	0	8	3	3	3	0	0	0	0	0	5	0	67239	2	4	10681	1563	1564	500	11
496500	0	6	2	2	2	0	0	0	0	0	4	0	118847	1	1	16916	2534	2535	500	11
125000	0	2	2	0	0	0	1	1	0	0	0	0	34055	1	4	9609	379	380	500	11
278500	0	1	1	1	1	0	0	0	0	0	0	0	36888	2	3	27873	784	785	500	11
579500	0	5	1	1	1	0	0	1	0	3	0	0	42468	1	1	16103	1269	1270	500	11
349000	0.133	3	3	2	2	0	0	0	0	0	0	1	106607	1	1	30594	1873	1874	500	11
349500	0.133	1	1	0	0	0	1	0	0	0	0	0	1829	1	1	30658	1874	1875	500	11
279000	0	3	2	1	1	0	1	1	0	0	0	0	28244	2	4	27899	786	787	500	11
580000	0.073	1	2	1	0	1	0	0	0	0	0	0	20858	2	3	16968	1371	1372	500	11
205000	0	2	2	1	0	1	0	1	0	0	0	0	21437	1	1	10709	1491	1492	500	11
580500	0	1	1	0	0	0	0	0	1	0	0	0	0	9	9	32980	2734	2735	500	11
279500	0.201	2	1	0	0	0	2	0	0	0	0	0	27145	1	1	27932	844	845	500	11
125500	0.05	2	2	2	1	1	0	0	0	0	0	0	57252	1	1	9626	373	374	500	11
280000	0	2	2	0	0	0	0	2	0	0	0	0	33527	2	1	27953	737	738	500	11
46500	0	4	4	2	2	0	0	1	0	0	1	0	60756	1	4	32747	2714	2715	500	11
350000	0	3	3	3	3	0	0	0	0	0	0	0	47129	1	4	30672	1728	1729	500	11
581000	0.093	1	0	1	0	0	0	0	1	0	0	0	0	9	9	6122	637	638	500	11
126000	0	1	1	0	0	0	1	0	0	0	0	0	23276	1	1	9647	375	376	500	11
497000	0.139	3	3	3	2	0	0	0	1	0	0	0	21244	1	1	17001	2558	2559	500	11
280500	0.196	2	1	0	0	0	0	0	2	0	0	0	2961	2	3	27961	825	826	500	11
429500	0	4	2	2	1	1	0	0	0	0	2	0	169043	1	1	10290	1247	1248	500	11
350500	0.133	2	2	1	1	0	0	0	0	0	1	0	52598	2	2	30731	1868	1869	500	11
581500	0	1	1	1	0	0	0	0	1	0	0	0	0	9	9	10002	625	626	500	11
497500	0	2	2	2	1	1	0	0	0	0	0	0	69503	1	1	17140	2477	2478	500	11
430000	0	1	2	1	1	0	0	0	0	0	0	0	89814	2	3	10302	1117	1118	500	11
47000	0	3	3	2	1	1	0	0	0	0	0	1	145301	1	1	32801	2627	2628	500	11
281000	0.196	2	2	1	1	0	0	0	0	1	0	0	31488	1	1	27972	828	829	500	11
582000	0	1	1	1	1	0	0	0	0	0	0	0	0	9	9	26800	634	635	500	11
47500	0.04	1	1	0	0	0	1	0	0	0	0	0	0	1	1	32872	2716	2717	500	11
582500	0	1	0	1	0	0	0	0	1	0	0	0	0	9	9	26809	634	635	500	11
48000	0	2	2	1	1	0	0	1	0	0	0	0	108284	1	1	32917	2764	2765	500	11
205500	0	5	1	1	1	0	0	1	0	0	3	0	101065	1	1	10752	1501	1502	500	11
48500	0	1	1	0	0	0	1	0	0	0	0	0	10769	2	3	32955	2710	2711	500	11
583000	0	1	1	0	0	0	0	0	1	0	0	0	0	9	9	26812	633	634	500	11
49000	0	1	1	0	0	0	1	0	0	0	0	0	28527	1	1	33000	2732	2733	500	11
430500	0	2	3	2	2	0	0	0	0	0	0	0	90829	1	3	10312	1116	1117	500	11
281500	0.076	2	1	1	1	0	0	0	0	0	0	1	20213	2	3	28278	796	797	500	11
126500	0	4	2	1	0	0	0	1	1	0	1	1	15057	2	1	9669	399	400	500	11
351000	0	5	1	2	1	1	0	0	0	0	2	1	67360	1	1	30769	1719	1720	500	11
49500	0.04	1	1	0	0	0	0	1	0	0	0	0	22703	2	3	33035	2720	2721	500	11
498000	0	4	4	2	2	0	0	0	0	0	2	0	124784	1	1	17167	2478	2479	500	11
206000	0	3	3	2	2	0	0	0	0	0	1	0	118870	1	4	10816	1493	1494	500	11
583500	0	1	1	1	0	0	0	0	1	0	0	0	0	9	9	26812	633	634	500	11
584000	0	1	1	0	0	0	0	1	0	0	0	0	0	9	9	26000	1957	1958	500	11
127000	0	2	1	1	1	0	0	0	1	0	0	0	23100	2	3	9676	399	400	500	11
282000	0	3	1	1	1	0	0	0	0	0	2	0	25661	2	3	28394	849	850	500	11
351500	0.096	3	4	2	2	0	1	0	0	0	0	0	102375	1	1	30803	1904	1905	500	11
584500	0	1	1	1	0	0	0	0	1	0	0	0	0	9	9	31708	1908	1909	500	11
431000	0	3	2	1	1	0	0	1	1	0	0	0	72189	1	1	10378	21	22	500	11
50000	0	2	2	2	2	0	0	0	0	0	0	0	82502	1	1	33066	2731	2732	500	11
206500	0	3	4	0	0	0	2	1	0	0	0	0	47761	1	1	10880	1467	1468	500	11
498500	0	3	1	2	2	0	0	0	0	0	0	1	135790	1	1	17188	2480	2481	500	11
585000	0	1	1	1	0	0	0	0	1	0	0	0	0	9	9	31720	1909	1910	500	11
585500	0	1	0	0	0	0	0	0	1	0	0	0	0	9	9	31720	1909	1910	500	11
50500	0	2	2	2	2	0	0	0	0	0	0	0	88390	1	1	33089	2728	2729	500	11
207000	0	2	2	0	0	0	2	0	0	0	0	0	37332	1	1	10943	1569	1570	500	11
282500	0.052	4	1	1	1	0	0	0	1	0	1	1	35559	1	1	3994	1710	1711	500	11
207500	0	2	1	0	0	0	2	0	0	0	0	0	58927	1	1	11012	1469	1470	500	11
127500	0	3	2	2	2	0	0	0	0	0	0	1	89814	1	1	9686	331	332	500	11
586000	0	1	0	1	0	0	0	0	1	0	0	0	0	9	9	31741	1910	1911	500	11
499000	0	2	2	1	1	0	0	0	0	0	1	0	113516	2	3	17202	2480	2481	500	11
51000	0	2	4	0	0	0	0	2	0	0	0	0	53402	1	1	149	2224	2225	500	11
586500	0	1	1	0	0	0	0	0	1	0	0	0	0	9	9	31741	1910	1911	500	11
208000	0.085	2	4	1	1	0	0	1	0	0	0	0	7154	2	3	11026	1555	1556	500	11
128000	0	2	2	0	0	0	2	0	0	0	0	0	34340	3	3	9702	393	394	500	11
128500	0	2	1	0	0	0	1	1	0	0	0	0	23630	1	1	10408	488	489	500	11
431500	0	3	3	3	3	0	0	0	0	0	0	0	138397	1	1	10401	0	1	500	11
283000	0.052	2	2	0	0	0	2	0	0	0	0	0	109226	1	2	4018	1705	1706	500	11
587000	0	1	1	0	0	0	0	0	1	0	0	0	0	9	9	31743	1910	1911	500	11
129000	0	2	2	0	0	0	0	2	0	0	0	0	14438	1	1	10426	480	481	500	11
587500	0	1	0	0	0	0	0	1	0	0	0	0	0	9	9	21901	1019	1020	500	11
129500	0	2	1	0	0	0	2	0	0	0	0	0	37693	1	2	10522	402	403	500	11
499500	0.092	2	2	2	2	0	0	0	0	0	0	0	53626	1	1	17219	2483	2484	500	11
588000	0	1	0	0	0	0	0	1	0	0	0	0	0	9	9	22388	164	165	500	11
500000	0	1	3	1	1	0	0	0	0	0	0	0	367785	1	1	17230	2422	2423	500	11
130000	0.054	1	1	1	1	0	0	0	0	0	0	0	32076	1	4	23302	686	687	500	11
432000	0	2	3	2	2	0	0	0	0	0	0	0	96251	1	1	21286	104	105	500	11
