hhno hhsize hhvehs hhwkrs hhftw hhptw hhret hhoad hhuni hhhsc hh515 hhcu5 hhincome hownrent hrestype hhparcel hhtaz hhxco hhyco hhexpfac
6078334 1 2 1 1 0 0 0 0 0 0 0 67500 1 1 9559 482 -86.718154 36.208258 28.269941
6078375 2 2 0 0 0 2 0 0 0 0 0 40000 1 1 14274 1360 -87.041205 35.635112 38.359917
6078506 1 1 0 0 0 1 0 0 0 0 0 55000 1 1 14628 1329 -86.987736 35.640039 51.434422
6078607 1 1 1 1 0 0 0 0 0 0 0 55000 2 3 20972 1815 -86.466535 35.863671 118.319379
6078621 4 5 3 2 1 0 0 0 0 1 0 125000 1 1 15764 1313 -86.907362 35.68256 165.161636
6078669 3 2 1 1 0 0 0 0 2 0 0 55000 1 1 1510 2237 -86.637957 36.314819 39.941642
6078693 3 3 3 3 0 0 0 0 0 0 0 -1 1 1 18937 2549 -86.798603 35.914875 409.720815
6078704 2 0 1 0 1 0 1 0 0 0 0 5000 9 1 5235 526 -86.738579 36.17037 48.270624
6078715 2 2 1 1 0 0 1 0 0 0 0 87500 1 1 3614 2777 -86.497887 36.11216 49.923764
6078770 2 2 2 2 0 0 0 0 0 0 0 175000 1 1 28738 511 -86.755062 36.182704 28.166385
6078787 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 24338 36 -86.738479 36.06286 318.089004
6078789 3 1 1 1 0 1 1 0 0 0 0 -1 2 1 21535 92 -86.690095 36.051707 66.830507
6078810 2 3 1 0 1 0 1 0 0 0 0 27500 1 1 20135 2349 -86.760518 35.992605 314.725454
6078874 4 1 2 2 0 0 1 0 0 1 0 40000 3 1 27852 53 -86.708313 36.084957 57.829705
6078893 2 3 0 0 0 2 0 0 0 0 0 125000 1 1 31134 1903 -86.357265 35.862824 37.598413
6078953 2 3 1 1 0 0 1 0 0 0 0 125000 1 1 5237 526 -86.734994 36.174519 30.894782
6079072 3 2 2 0 2 0 0 0 0 0 1 -1 1 1 24616 38 -86.727667 36.055571 370.442419
6079082 2 2 0 0 0 2 0 0 0 0 0 87500 1 1 10160 10 -86.768745 36.062258 166.749227
6079083 5 2 1 0 1 0 3 0 0 0 1 22500 1 1 21907 919 -86.763806 36.134683 113.18467
6079127 1 1 1 1 0 0 0 0 0 0 0 125000 1 3 22471 203 -86.78402 36.151428 318.089004
6079206 2 2 2 2 0 0 0 0 0 0 0 -1 1 1 5936 587 -86.871474 36.160764 28.166385
6079211 2 2 2 2 0 0 0 0 0 0 0 175000 1 1 19810 2502 -86.86716 35.907057 21.917044
6079234 1 0 0 0 0 1 0 0 0 0 0 5000 2 2 4888 163 -86.795513 36.176156 25.036661
6079239 1 1 1 1 0 0 0 0 0 0 0 55000 1 2 8513 741 -86.59088 36.20247 318.089004
6079256 2 1 2 2 0 0 0 0 0 0 0 40000 1 1 15818 2603 -86.90358 35.761464 280.524373
6079275 1 1 0 0 0 0 0 1 0 0 0 15000 2 3 6001 583 -86.881486 36.143199 25.036661
6079288 3 3 2 2 0 0 0 0 1 0 0 125000 2 1 17232 2483 -86.873761 35.962207 64.933522
6079317 3 1 0 0 0 0 2 0 0 1 0 15000 2 1 4483 361 -86.64178 36.248759 474.676834
6079320 2 1 1 1 0 1 0 0 0 0 0 40000 1 1 6832 2194 -86.654234 36.318 586.555601
6079332 1 0 0 0 0 0 1 0 0 0 0 -1 9 1 4664 735 -86.615891 36.200986 23.184859
6079373 3 2 2 2 0 0 0 0 0 1 0 67500 2 3 1176 2261 -86.608851 36.288842 58.755267
6079397 1 1 0 0 0 0 1 0 0 0 0 -1 1 1 6855 2249 -86.636245 36.311579 37.623064
6079398 4 4 1 1 0 0 1 1 0 1 0 55000 1 1 4163 2626 -86.192329 36.222961 67.799403
6079422 3 3 3 3 0 0 0 0 0 0 0 -1 1 1 5995 584 -86.881263 36.149576 53.812839
6079446 1 1 1 1 0 0 0 0 0 0 0 67500 2 3 20972 1815 -86.466535 35.863671 288.496806
6079501 3 3 2 2 0 0 0 1 0 0 0 125000 1 1 10196 15 -86.767063 36.034066 234.076796
6079571 2 3 0 0 0 2 0 0 0 0 0 67500 1 1 1119 2233 -86.611075 36.26548 22.10964
6079582 1 1 1 1 0 0 0 0 0 0 0 40000 1 3 23705 847 -86.651424 36.060001 318.089004
6079590 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 14419 1300 -86.814592 35.690521 211.877055
6079596 2 3 2 2 0 0 0 0 0 0 0 87500 1 1 25783 1838 -86.386692 35.920429 93.373343
6079620 1 1 0 0 0 0 1 0 0 0 0 27500 1 3 8520 726 -86.593784 36.218528 25.036661
6079627 1 1 0 0 0 1 0 0 0 0 0 40000 1 3 24480 71 -86.738386 36.045163 237.834127
6079653 4 3 1 1 0 0 1 0 0 1 1 87500 1 1 3616 2778 -86.514074 36.116109 58.569585
6079657 2 2 0 0 0 1 1 0 0 0 0 40000 1 1 21903 919 -86.769907 36.134773 30.470701
6079671 2 2 0 0 0 2 0 0 0 0 0 87500 1 1 28295 628 -86.826996 36.160867 30.470701
6079679 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 12864 1391 -87.08802 35.603443 169.270761
6079694 2 2 0 0 0 1 1 0 0 0 0 55000 1 1 15790 2601 -86.909989 35.775381 283.192257
6079698 2 3 0 0 0 1 1 0 0 0 0 -1 1 1 31028 1847 -86.368929 35.896232 106.441787
6079706 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 17824 2468 -86.906791 35.921373 42.645539
6079707 3 4 2 2 0 0 0 0 0 0 1 -1 1 1 422 2111 -86.477665 36.358032 264.028875
6079711 1 1 1 1 0 0 0 0 0 0 0 40000 1 3 5765 1630 -86.559076 36.018833 41.793933
6079790 1 0 0 0 0 0 1 0 0 0 0 15000 2 3 10009 632 -86.834315 36.155362 25.036661
6079795 1 1 0 0 0 1 0 0 0 0 0 -1 1 3 27142 1225 -86.94314 36.064436 137.011743
6079829 1 2 1 1 0 0 0 0 0 0 0 40000 1 3 24480 71 -86.738538 36.045328 268.548462
6079851 4 2 2 2 0 0 0 0 0 2 0 40000 2 1 24222 29 -86.734839 36.071253 463.791469
6079864 2 2 2 2 0 0 0 0 0 0 0 40000 2 3 22774 977 -86.821354 36.141571 28.166385
6079870 2 2 1 1 0 0 1 0 0 0 0 22500 2 3 24897 892 -86.707439 36.137422 40.752751
6079872 2 3 0 0 0 2 0 0 0 0 0 40000 1 1 16004 1786 -86.655635 35.738059 68.894361
6079905 2 1 1 1 0 0 0 1 0 0 0 5000 1 2 10506 286 -86.808374 36.239476 48.270624
6079940 4 2 2 2 0 0 0 0 0 2 0 87500 1 1 17438 2464 -86.913235 35.92462 28.646696
6079963 2 0 0 0 0 0 1 0 0 1 0 5000 2 2 31471 1885 -86.403696 35.878568 263.539331
6080025 2 2 1 1 0 0 1 0 0 0 0 67500 1 1 4350 1614 -86.541793 36.039528 42.7073
6080140 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 11034 1556 -86.869509 36.466163 38.513922
6080179 1 1 0 0 0 1 0 0 0 0 0 -1 1 3 23376 832 -86.632483 36.149635 137.011743
6080196 2 2 1 0 1 1 0 0 0 0 0 40000 1 1 10581 1585 -86.816555 36.423986 250.759803
6080202 2 2 2 2 0 0 0 0 0 0 0 -1 1 1 6897 1576 -86.884874 36.413673 109.733504
6080247 2 1 1 1 0 0 0 0 0 1 0 27500 1 1 9308 156 -86.795149 36.169552 48.270624
6080251 4 4 1 1 0 0 2 1 0 0 0 175000 1 1 22155 1098 -86.804031 36.118037 381.290352
6080274 1 1 1 0 1 0 0 0 0 0 0 22500 1 4 9476 426 -86.771794 36.21106 33.485045
6080320 2 2 0 0 0 2 0 0 0 0 0 87500 1 1 14185 1333 -87.018199 35.642927 38.359917
6080337 3 4 2 0 2 0 0 0 0 1 0 40000 1 1 6021 1139 -86.873279 36.147059 38.463302
6080372 6 2 2 2 0 0 0 0 0 1 3 175000 1 1 18629 2362 -86.793542 35.930745 554.39181
6080430 2 1 1 1 0 0 1 0 0 0 0 40000 1 1 5705 1620 -86.552256 36.033294 43.943943
6080443 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 9459 543 -86.78792 36.232084 25.036661
6080453 2 2 2 2 0 0 0 0 0 0 0 55000 1 1 29042 1527 -86.907253 36.497313 38.513922
6080454 2 4 2 1 1 0 0 0 0 0 0 -1 1 1 24311 57 -86.716426 36.09276 27.781438
6080472 2 2 2 1 1 0 0 0 0 0 0 15000 2 3 31752 1924 -86.378026 35.849385 33.491023
6080480 1 1 1 1 0 0 0 0 0 0 0 -1 2 3 11259 1548 -86.883269 36.515596 54.62282
6080489 1 3 0 0 0 0 1 0 0 0 0 15000 1 1 26704 454 -86.733291 36.214341 23.184859
6080633 5 2 1 1 0 0 1 0 0 1 2 40000 1 1 3574 2769 -86.504634 36.158474 76.114657
6080643 1 1 0 0 0 1 0 0 0 0 0 67500 1 1 10239 2364 -86.832972 36.038209 35.398008
6080662 3 5 2 2 0 0 1 0 0 0 0 55000 1 1 32475 2708 -86.32421 36.192591 48.336981
6080677 1 1 1 1 0 0 0 0 0 0 0 40000 1 2 23395 837 -86.63925 36.129397 183.24506
6080736 2 1 2 2 0 0 0 0 0 0 0 -1 1 3 22695 976 -86.820998 36.145346 33.362385
6080745 3 3 2 1 1 0 0 0 0 1 0 87500 1 1 4020 1692 -86.403265 35.984207 153.818257
6080747 2 2 1 1 0 0 1 0 0 0 0 -1 1 1 19932 2509 -86.842133 35.923342 29.515945
6080788 3 4 1 1 0 1 1 0 0 0 0 87500 1 2 10879 1468 -86.70982 36.616853 149.030224
6080793 1 1 0 0 0 1 0 0 0 0 0 27500 1 1 20458 1740 -86.462747 35.702078 105.772175
6080802 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 14554 1327 -87.003718 35.637213 38.359917
6080814 1 1 1 1 0 0 0 0 0 0 0 15000 1 1 1143 2264 -86.610901 36.280345 48.314826
6080845 3 4 1 0 1 0 1 0 0 1 0 40000 1 1 12557 1419 -87.148913 35.610221 60.917411
6080891 3 2 2 1 1 0 0 0 0 1 0 67500 1 1 31812 1917 -86.387877 35.858418 55.171323
6080946 1 1 0 0 0 1 0 0 0 0 0 22500 1 1 29225 1529 -86.910082 36.501368 34.050388
6080948 1 1 1 1 0 0 0 0 0 0 0 40000 2 2 5200 144 -86.761257 36.170318 33.485045
6080953 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 6852 2249 -86.64131 36.309032 48.314826
6081000 3 3 1 0 1 0 1 0 1 0 0 40000 1 4 5889 272 -86.87861 36.270695 38.391737
6081017 4 2 2 1 1 0 0 0 0 1 1 40000 1 1 23931 466 -86.76162 36.200949 48.823059
6081022 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 6435 1252 -86.833161 36.069127 166.749227
6081043 2 2 1 1 0 0 0 1 0 0 0 40000 1 1 29256 1539 -86.894607 36.506311 52.669594
6081125 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 28261 877 -86.696953 36.113994 137.011743
6081140 1 3 1 1 0 0 0 0 0 0 0 -1 1 4 7649 2048 -86.570144 36.603651 213.147218
6081142 3 3 2 2 0 0 0 1 0 0 0 125000 1 1 9852 1138 -86.859757 36.144084 42.773716
6081144 4 2 2 1 1 0 0 0 0 2 0 125000 1 1 19560 2521 -86.85957 35.898205 28.646696
6081274 1 1 1 1 0 0 0 0 0 0 0 -1 9 1 15794 2601 -86.910646 35.75921 377.785522
6081276 3 2 0 0 0 2 1 0 0 0 0 5000 1 1 31557 2810 -86.034467 35.991471 108.993196
6081285 1 1 1 0 0 0 0 1 0 0 0 15000 2 2 24128 459 -86.759075 36.194994 33.485045
6081292 4 2 2 1 1 0 0 0 0 2 0 67500 1 1 18815 2531 -86.827873 35.901577 28.646696
6081344 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 9871 1150 -86.887597 36.125649 183.24506
6081348 5 3 2 1 0 0 1 2 1 0 0 -1 1 1 17227 2454 -86.885035 35.933877 50.706002
6081350 3 2 0 0 0 2 1 0 0 0 0 -1 1 3 8335 2726 -86.308923 36.215952 58.687183
6081467 4 2 2 1 1 0 0 0 0 2 0 125000 1 2 17440 2464 -86.924239 35.926697 28.646696
6081518 2 2 2 1 0 0 0 1 0 0 0 87500 1 1 12169 1440 -87.081557 35.593619 170.894055
6081527 2 4 2 0 2 0 0 0 0 0 0 5000 1 1 9568 451 -86.721757 36.214744 27.781438
6081545 4 1 2 2 0 0 1 0 0 1 0 55000 2 3 9997 626 -86.819571 36.167486 72.754507
6081601 4 0 0 0 0 2 2 0 0 0 0 15000 2 3 24641 470 -86.72675 36.200655 57.933579
6081608 1 1 0 0 0 1 0 0 0 0 0 15000 1 4 19263 2490 -86.893696 35.914421 35.398008
6081621 2 2 2 1 0 0 0 1 0 0 0 67500 2 2 9915 1191 -86.928907 36.096341 267.564734
6081628 5 2 1 1 0 0 1 0 0 2 1 22500 2 3 25559 1683 -86.494246 35.996254 96.595376
6081641 3 3 2 2 0 0 0 0 1 0 0 125000 1 1 18789 2530 -86.840717 35.898992 33.345348
6081655 6 2 2 2 0 0 0 0 0 3 1 125000 1 1 17448 2464 -86.925805 35.926889 47.962006
6081658 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 1502 2237 -86.652099 36.308172 77.333599
6081665 2 5 1 1 0 0 1 0 0 0 0 -1 1 1 13820 1275 -87.156479 35.705464 39.630947
6081669 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 1208 2234 -86.628305 36.312516 23.808105
6081674 2 2 2 2 0 0 0 0 0 0 0 175000 1 1 22691 978 -86.818872 36.144618 28.166385
6081771 3 2 2 2 0 0 0 0 0 0 1 40000 1 2 1091 2255 -86.625525 36.294351 58.755267
6081777 1 0 1 1 0 0 0 0 0 0 0 27500 2 2 31768 1920 -86.39068 35.851581 41.793933
6081789 4 3 2 2 0 0 0 0 0 2 0 55000 1 1 9995 626 -86.816526 36.168493 53.55241
6081793 2 2 1 1 0 0 1 0 0 0 0 -1 1 1 27100 1115 -86.832933 36.097229 223.017177
6081838 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 21560 118 -86.667218 36.039228 318.089004
6081851 2 3 0 0 0 1 1 0 0 0 0 -1 1 1 6912 1586 -86.801871 36.40791 108.036893
6081904 2 2 2 2 0 0 0 0 0 0 0 40000 1 1 26334 1872 -86.355989 35.802406 94.813693
6081928 1 1 0 0 0 1 0 0 0 0 0 40000 3 2 17828 2465 -86.906385 35.915011 35.398008
6081930 4 3 2 2 0 0 0 0 0 1 1 55000 1 1 25276 396 -86.727459 36.281158 293.062607
6081960 2 2 2 2 0 0 0 0 0 0 0 87500 2 3 9916 1191 -86.926567 36.096514 267.564734
6082008 1 1 1 0 0 0 0 1 0 0 0 5000 2 2 26011 1833 -86.403929 35.799131 288.496806
6082025 2 1 1 1 0 1 0 0 0 0 0 40000 1 1 1182 2236 -86.618245 36.310424 61.441094
6082128 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 3614 2777 -86.520681 36.109372 45.577711
6082144 2 4 0 0 0 1 1 0 0 0 0 40000 1 1 10910 1549 -86.853385 36.497694 19.829163
6082191 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 867 2146 -86.43168 36.394624 77.333599
6082199 4 1 0 0 0 0 1 0 0 2 1 15000 2 3 5110 541 -86.793632 36.215125 62.560803
6082237 2 3 1 1 0 0 1 0 0 0 0 -1 1 1 18538 2316 -86.638506 35.911575 314.725454
6082254 2 3 0 0 0 2 0 0 0 0 0 87500 1 1 25828 1842 -86.433016 35.922004 106.441787
6082276 3 4 3 3 0 0 0 0 0 0 0 87500 1 1 17053 1783 -86.576185 35.769632 118.01223
6082328 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 21523 113 -86.735813 36.037589 166.749227
6082332 2 1 1 1 0 0 1 0 0 0 0 15000 2 4 4064 2623 -86.190442 36.24427 401.124725
6082365 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 8690 2771 -86.501257 36.166261 61.176273
6082421 5 2 1 1 0 0 1 0 0 1 2 55000 1 1 26318 1990 -86.347863 35.822265 273.463256
6082448 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 28011 458 -86.751993 36.194746 33.485045
6082461 1 0 0 0 0 0 1 0 0 0 0 15000 2 3 22319 938 -86.777555 36.135637 25.036661
6082481 2 3 2 1 1 0 0 0 0 0 0 175000 1 1 21786 1031 -86.779755 36.126139 30.894782
6082490 4 2 2 1 1 0 0 0 0 1 1 67500 1 1 5329 491 -86.716738 36.180146 48.823059
6082492 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 6710 2195 -86.62696 36.326269 48.314826
6082515 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 23733 793 -86.658811 36.08064 66.830507
6082559 1 1 0 0 0 1 0 0 0 0 0 22500 1 1 13854 1334 -87.028492 35.640298 51.434422
6082590 2 2 0 0 0 1 1 0 0 0 0 5000 1 1 17857 2466 -86.906239 35.89856 24.499764
6082614 1 2 0 0 0 1 0 0 0 0 0 40000 1 1 18795 2531 -86.838455 35.893624 31.967573
6082639 2 2 1 1 0 0 1 0 0 0 0 55000 1 1 33115 2659 -86.546117 36.311566 149.275773
6082647 2 1 0 0 0 0 2 0 0 0 0 -1 2 3 22644 210 -86.784576 36.16816 48.270624
6082662 2 3 0 0 0 2 0 0 0 0 0 125000 1 1 32690 2743 -86.25382 36.20654 40.009455
6082674 1 0 0 0 0 1 0 0 0 0 0 40000 2 3 24308 58 -86.72845 36.090344 21.137344
6082749 2 2 1 1 0 0 1 0 0 0 0 40000 1 1 26334 1872 -86.351489 35.802889 294.801634
6082755 2 2 1 1 0 0 0 0 1 0 0 -1 1 1 30877 1906 -86.347325 35.872915 42.7073
6082803 2 3 0 0 0 2 0 0 0 0 0 55000 1 1 17856 2466 -86.910666 35.899357 22.600478
6082910 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 24309 57 -86.719039 36.093801 33.485045
6082924 2 1 2 0 2 0 0 0 0 0 0 40000 1 1 25532 1841 -86.416828 35.915044 97.559142
6082948 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 24692 494 -86.736844 36.18809 33.485045
6082959 2 1 1 0 1 1 0 0 0 0 0 40000 1 1 24597 40 -86.71069 36.079949 48.270624
6082967 5 3 1 0 1 2 1 0 0 1 0 40000 1 1 24978 889 -86.710881 36.117633 124.148547
6083026 4 3 2 2 0 0 0 0 1 1 0 87500 1 1 29612 1656 -86.533695 35.978753 157.341517
6083063 3 2 2 0 2 0 0 1 0 0 0 15000 2 3 23897 415 -86.744158 36.253992 38.996259
6083074 2 2 1 1 0 0 1 0 0 0 0 125000 1 1 21469 98 -86.673176 36.023188 387.128097
6083126 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 23395 837 -86.639458 36.127857 183.24506
6083152 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 71 2292 -86.606356 36.304892 227.287254
6083160 1 1 1 1 0 0 0 0 0 0 0 40000 1 3 22664 982 -86.816176 36.1438 33.485045
6083265 5 3 4 1 1 0 0 2 0 1 0 40000 1 1 6891 1576 -86.853929 36.401495 134.248838
6083289 3 4 1 0 1 2 0 0 0 0 0 40000 1 1 1639 305 -86.756334 36.319873 188.924697
6083298 1 1 1 1 0 0 0 0 0 0 0 40000 1 2 4205 809 -86.60771 36.078178 183.24506
6083316 1 1 0 0 0 0 0 1 0 0 0 27500 1 1 11026 1556 -86.860877 36.471352 34.050388
6083341 4 2 1 1 0 0 3 0 0 0 0 -1 2 1 30794 1905 -86.347059 35.860629 71.965201
6083358 3 1 1 1 0 0 1 0 0 0 1 40000 2 1 25119 683 -86.75714 36.151458 66.830507
6083409 3 1 2 2 0 0 0 1 0 0 0 15000 2 3 5181 142 -86.761224 36.167864 46.190103
6083438 3 2 2 1 1 0 0 0 0 0 1 55000 2 1 2382 2148 -86.46615 36.389115 58.755267
6083466 2 3 2 2 0 0 0 0 0 0 0 175000 1 1 31134 1903 -86.357178 35.862409 32.982249
6083477 3 2 2 2 0 0 0 0 0 1 0 87500 1 1 31199 2805 -86.097233 36.00898 133.891261
6083497 2 2 2 2 0 0 0 0 0 0 0 125000 2 3 27319 958 -86.797956 36.138546 28.166385
6083517 1 0 0 0 0 1 0 0 0 0 0 5000 2 3 26376 1966 -86.371319 35.829281 37.361886
6083538 2 1 1 1 0 0 1 0 0 0 0 125000 1 1 18900 2555 -86.823037 35.900701 377.785522
6083572 2 2 2 1 1 0 0 0 0 0 0 175000 1 1 4201 809 -86.597845 36.079229 154.138983
6083708 1 2 1 1 0 0 0 0 0 0 0 40000 1 1 5366 443 -86.714771 36.223516 154.705691
6083815 1 1 1 1 0 0 0 0 0 0 0 22500 1 1 27810 44 -86.712652 36.07317 33.485045
6083836 2 2 2 1 1 0 0 0 0 0 0 125000 1 1 17188 2481 -86.892855 35.961693 21.917044
6083844 6 3 0 0 0 2 1 0 0 3 0 15000 1 1 1072 2258 -86.631545 36.294784 46.836295
6083886 4 0 1 0 1 1 1 0 0 1 0 15000 2 3 5019 647 -86.817799 36.19042 83.671355
6083887 1 1 1 1 0 0 0 0 0 0 0 55000 1 3 4803 152 -86.781142 36.174399 33.485045
6083897 1 1 1 0 1 0 0 0 0 0 0 15000 2 3 25733 1669 -86.539411 35.990691 118.319379
6083955 1 1 0 0 0 1 0 0 0 0 0 15000 1 3 29612 1656 -86.530794 35.977439 105.772175
6083995 3 2 2 1 1 0 0 0 0 0 1 -1 1 1 21111 1754 -86.588156 35.961811 156.191013
6084006 1 1 0 0 0 1 0 0 0 0 0 27500 1 1 21110 1754 -86.582318 35.961558 105.772175
6084053 1 1 1 1 0 0 0 0 0 0 0 15000 2 3 21514 93 -86.68332 36.047215 33.485045
6084057 2 1 0 0 0 2 0 0 0 0 0 15000 2 3 23742 795 -86.651643 36.091105 36.091791
6084078 2 2 0 0 0 1 1 0 0 0 0 27500 1 1 21337 108 -86.727111 36.019451 166.749227
6084094 2 1 1 1 0 0 0 0 0 1 0 40000 2 3 10458 523 -86.732977 36.183417 48.270624
6084119 2 3 2 2 0 0 0 0 0 0 0 175000 1 1 9866 1143 -86.862052 36.13661 169.069989
6084126 1 1 0 0 0 1 0 0 0 0 0 40000 3 1 31374 1970 -86.380958 35.832521 105.772175
6084149 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 25810 1878 -86.399183 35.901682 231.183156
6084154 3 3 1 1 0 2 0 0 0 0 0 55000 1 1 9107 1638 -86.578712 35.997807 69.284955
6084173 2 2 0 0 0 1 1 0 0 0 0 55000 1 1 25551 1684 -86.47468 35.986423 38.178395
6084184 1 1 0 0 0 1 0 0 0 0 0 40000 1 3 28601 992 -86.838009 36.130502 137.011743
6084207 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 5490 369 -86.680025 36.241109 33.485045
6084240 1 1 1 1 0 0 0 0 0 0 0 -1 2 3 23659 776 -86.63333 36.089811 33.485045
6084264 2 1 2 0 2 0 0 0 0 0 0 22500 2 2 6541 487 -86.723792 36.183899 33.362385
6084287 1 1 1 1 0 0 0 0 0 0 0 67500 1 2 21762 1035 -86.791167 36.120197 318.089004
6084306 1 1 1 1 0 0 0 0 0 0 0 15000 2 3 5513 368 -86.678893 36.25925 83.671355
6084323 2 2 1 1 0 0 1 0 0 0 0 22500 2 3 27360 935 -86.78133 36.14106 28.166385
6084402 5 2 1 1 0 0 2 0 2 0 0 40000 1 1 5114 540 -86.780836 36.209397 78.227921
6084451 1 2 1 1 0 0 0 0 0 0 0 15000 1 1 698 2133 -86.340831 36.390375 148.557419
6084480 3 2 2 1 1 0 0 0 0 1 0 87500 1 1 22691 978 -86.81919 36.144429 38.996259
6084509 4 2 1 1 0 0 3 0 0 0 0 -1 2 1 8074 2101 -86.674896 36.451101 443.877364
6084636 2 4 1 1 0 0 1 0 0 0 0 67500 1 1 3614 2777 -86.508766 36.107649 33.4727
6084691 1 1 0 0 0 1 0 0 0 0 0 -1 1 3 19866 2525 -86.839996 35.916623 35.398008
6084821 3 3 2 2 0 0 0 0 0 1 0 87500 1 1 27716 55 -86.707909 36.089808 42.773716
6084839 1 1 1 1 0 0 0 0 0 0 0 22500 1 3 5945 581 -86.887157 36.155843 33.485045
6084871 1 1 0 0 0 1 0 0 0 0 0 55000 1 1 19560 2521 -86.861661 35.900283 35.398008
6084900 5 3 2 2 0 0 0 0 0 3 0 125000 2 1 16441 2605 -86.880449 35.76155 251.979787
6084928 2 4 0 0 0 1 1 0 0 0 0 -1 1 1 1055 2250 -86.638741 36.290269 17.93771
6084955 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 14622 1330 -86.996157 35.643348 64.380723
6084999 1 1 0 0 0 1 0 0 0 0 0 15000 2 3 22680 980 -86.814279 36.147398 137.011743
6085040 2 2 2 0 2 0 0 0 0 0 0 55000 2 1 30465 1744 -86.340606 35.726949 94.813693
6085058 2 4 1 1 0 0 1 0 0 0 0 175000 1 2 3430 764 -86.572938 36.149287 219.969229
6085083 1 1 1 0 1 0 0 0 0 0 0 15000 1 1 21536 92 -86.68918 36.052405 33.485045
6085084 2 2 0 0 0 0 2 0 0 0 0 22500 1 1 2806 2616 -86.360713 36.239032 111.213837
6085085 2 2 1 1 0 0 1 0 0 0 0 87500 1 1 26167 1862 -86.398249 35.781318 294.801634
6085088 2 1 1 0 1 0 0 0 0 1 0 40000 1 1 17341 2451 -86.898253 35.937209 32.683296
6085243 5 2 1 1 0 0 1 0 1 2 0 67500 1 1 21750 1084 -86.794245 36.102788 619.396852
6085273 6 2 1 1 0 0 1 0 0 3 1 175000 1 1 17441 2464 -86.927882 35.927548 64.591006
6085354 2 2 0 0 0 0 0 2 0 0 0 5000 2 3 23189 199 -86.795651 36.148272 30.470701
6085388 2 3 2 2 0 0 0 0 0 0 0 87500 1 1 20315 2514 -86.837794 35.927467 20.217977
6085389 1 1 1 0 1 0 0 0 0 0 0 -1 1 1 24838 500 -86.748335 36.193485 33.485045
6085412 2 2 1 1 0 0 0 1 0 0 0 22500 2 2 32559 2731 -86.312535 36.208668 49.923764
6085497 2 3 0 0 0 2 0 0 0 0 0 87500 1 1 15775 1309 -86.919309 35.677446 108.299039
6085507 3 2 2 1 1 0 0 0 0 0 1 40000 2 2 5328 491 -86.723473 36.176045 38.996259
6085535 2 3 1 1 0 0 1 0 0 0 0 67500 1 1 17230 2423 -86.893893 35.978996 17.726426
6085538 2 2 0 0 0 2 0 0 0 0 0 15000 1 1 5120 540 -86.787753 36.211108 30.470701
6085555 6 4 2 2 0 0 3 1 0 0 0 87500 1 1 11018 1584 -86.81291 36.430141 196.027604
6085567 2 2 1 1 0 0 1 0 0 0 0 87500 1 1 21105 1753 -86.615158 35.960521 120.905139
6085644 1 1 0 0 0 0 1 0 0 0 0 40000 1 2 26945 1201 -86.895138 36.077204 137.011743
6085736 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 20205 2310 -86.670933 35.964334 253.338649
6085751 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 6560 490 -86.716745 36.192909 33.485045
6085763 3 2 0 0 0 0 2 0 1 0 0 5000 2 2 32519 2633 -86.344951 36.218255 58.687183
6085767 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 5392 391 -86.709036 36.240998 318.089004
6085771 3 5 1 1 0 0 2 0 0 0 0 125000 1 1 25810 1878 -86.399087 35.905104 233.657287
6085894 7 1 1 0 1 0 1 0 0 4 1 -1 2 1 14297 1365 -87.041682 35.620353 122.949339
6085927 1 1 0 0 0 1 0 0 0 0 0 55000 1 2 20568 1819 -86.456894 35.817293 105.772175
6085963 3 1 1 0 1 1 0 0 0 1 0 67500 1 1 17237 2483 -86.878051 35.969281 53.9043
