"hhno" "pno" "pptyp" "pagey" "pgend" "pwtyp" "pwpcl" "pwtaz" "pwautime" "pwaudist" "pstyp" "pspcl" "pstaz" "psautime" "psaudist" "puwmode" "puwarrp" "puwdepp" "ptpass" "ppaidprk" "pdiary" "pproxy" "psexpfac" "orig_psexpfac" "adjfac"
6082421 5 8 0 -1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 330.335745405882 273.463256 1.20797122888745
6082448 1 1 43 1 1 22648 209 12.16936 4.212539 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6082461 1 4 58 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.0856378388751 25.036661 1.08183906148169
6082481 1 1 51 1 1 4827 161 10.806204 3.926699 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.2979893175748 30.894782 1.07778683525182
6082481 2 2 52 2 2 6266 597 13.669367 6.131964 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 22.3415782188567 30.894782 0.723150537811102
6082490 1 2 35 2 2 26715 386 14.631548 6.418896 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.3064213734332 48.823059 0.723150537811102
6082490 2 1 37 1 1 24719 492 5.945829 1.482727 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 52.6208502469227 48.823059 1.07778683525182
6082490 3 7 8 2 0 0 0 -1 -1 1 5416 446 9.166094 3.243983 -1 -1 -1 -1 -1 -1 -1 43.1637121454175 48.823059 0.884084549995474
6082490 4 8 3 1 0 0 0 -1 -1 2 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 55.8717471011829 48.823059 1.1443721111613
6082492 1 1 61 2 1 22511 216 34.221786 16.746674 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 53.8523811470628 48.314826 1.11461399337468
6082515 1 1 24 1 1 22504 215 26.039719 10.213733 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 72.0290406378043 66.830507 1.07778683525182
6082559 1 3 76 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.560520073343 51.434422 0.691375905290488
6082590 1 4 49 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.4845145703345 24.499764 1.04019428800761
6082590 2 3 70 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.0286505442874 24.499764 0.858320535017701
6082614 1 3 71 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.4384243605774 31.967573 0.858320535017701
6082639 1 4 57 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 186.946135120986 149.275773 1.25235415877556
6082639 2 1 58 1 1 23407 257 32.682632 16.965021 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 152.23269040065 149.275773 1.01980842129452
6082647 1 4 -1 1 0 22649 209 5.590411 0.333362 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 52.2210465652953 48.270624 1.08183906148169
6082647 2 4 -1 -1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 52.2210465652953 48.270624 1.08183906148169
6082662 1 3 68 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.4371452924702 40.009455 0.86072517839771
6082662 2 3 67 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.4371452924702 40.009455 0.86072517839771
6082674 1 3 88 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 17.9597247291772 21.137344 0.849667996564623
6082749 1 1 28 2 1 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 313.983243379172 294.801634 1.06506615692358
6082749 2 4 29 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 339.603670417149 294.801634 1.15197350099202
6082755 1 1 -1 2 1 31416 1887 9.447601 3.928223 1 30884 1893 4.485062 0.756175 -1 -1 -1 -1 -1 -1 -1 45.4860998835825 42.7073 1.06506615692358
6082755 2 6 16 1 0 0 0 -1 -1 1 30884 1893 4.485062 0.756175 -1 -1 -1 -1 -1 -1 -1 51.8421211207097 42.7073 1.21389366971712
6082803 1 3 74 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 19.3984543686158 22.600478 0.858320535017701
6082803 2 3 73 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 19.3984543686158 22.600478 0.858320535017701
6082910 1 1 43 1 1 27456 945 18.052622 7.291987 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6082924 1 2 54 1 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.3042334956082 97.559142 0.6693809740107
6082924 2 2 63 2 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.3042334956082 97.559142 0.6693809740107
6082948 1 1 50 1 1 4798 229 10.044374 2.923241 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6082959 1 3 86 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 41.0140043870042 48.270624 0.849667996564623
6082959 2 2 83 2 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.9069277060775 48.270624 0.723150537811102
6082967 1 3 86 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 105.485047205899 124.148547 0.849667996564623
6082967 2 4 58 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 134.308747570795 124.148547 1.08183906148169
6082967 3 3 78 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 105.485047205899 124.148547 0.849667996564623
6082967 4 2 56 1 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 89.7780885315169 124.148547 0.723150537811102
6082967 5 7 7 2 0 0 0 -1 -1 1 25016 880 5.371783 1.310006 -1 -1 -1 -1 -1 -1 -1 109.757812307087 124.148547 0.884084549995474
6083026 1 1 43 1 1 24912 891 34.375847 15.608704 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 167.579124835716 157.341517 1.06506615692358
6083026 2 1 42 2 1 20815 1769 12.668071 6.603442 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 167.579124835716 157.341517 1.06506615692358
6083026 3 6 17 1 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 190.995871469988 157.341517 1.21389366971712
6083026 4 7 13 1 0 0 0 -1 -1 1 30170 1654 6.706458 2.301158 -1 -1 -1 -1 -1 -1 -1 151.350037837112 157.341517 0.96192054533904
6083063 1 5 37 2 0 0 0 -1 -1 2 9812 594 19.56296 10.768021 -1 -1 -1 -1 -1 -1 -1 62.8156558231777 38.996259 1.61081235569744
6083063 2 2 44 1 2 23897 415 3.001471 1.047824 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 28.200165668471 38.996259 0.723150537811102
6083063 3 2 19 1 2 22584 218 16.0797 6.901516 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 28.200165668471 38.996259 0.723150537811102
6083074 1 1 33 2 1 21514 93 5.934244 1.757996 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 417.241566502688 387.128097 1.07778683525182
6083074 2 4 28 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 418.810297131671 387.128097 1.08183906148169
6083126 1 1 56 2 1 6353 1263 31.599957 16.831947 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 197.499113292929 183.24506 1.07778683525182
6083152 1 3 79 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 188.069235937932 227.287254 0.827451749396964
6083152 2 3 87 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 188.069235937932 227.287254 0.827451749396964
6083160 1 1 33 2 1 28601 992 6.604922 1.818695 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6083265 1 1 50 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 147.748719277077 134.248838 1.10055864526051
6083265 2 2 49 2 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 109.827660800789 134.248838 0.81809021543106
6083265 3 5 24 1 2 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 97.6388257855625 134.248838 0.727297362421583
6083265 4 5 18 1 2 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 97.6388257855625 134.248838 0.727297362421583
6083265 5 7 15 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 139.389368351632 134.248838 1.03829106030424
6083289 1 2 62 1 2 23364 706 25.278692 14.915091 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 136.620996241349 188.924697 0.723150537811102
6083289 2 3 66 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 160.523268801568 188.924697 0.849667996564623
6083289 3 3 88 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 160.523268801568 188.924697 0.849667996564623
6083298 1 1 66 2 1 19950 2528 38.683147 22.307455 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 197.499113292929 183.24506 1.07778683525182
6083316 1 5 76 2 0 0 0 -1 -1 2 22648 209 43.74662 26.607601 -1 -1 -1 -1 -1 -1 -1 24.7647573818315 34.050388 0.727297362421583
6083341 1 4 63 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 82.9020045455647 71.965201 1.15197350099202
6083341 2 4 59 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 82.9020045455647 71.965201 1.15197350099202
6083341 3 4 55 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 82.9020045455647 71.965201 1.15197350099202
6083341 4 1 52 1 1 20766 1764 23.861149 15.02916 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 76.6477000613031 71.965201 1.06506615692358
6083358 1 1 57 2 1 21518 117 19.112015 11.203942 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 72.0290406378043 66.830507 1.07778683525182
6083358 2 4 21 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 72.2998529712252 66.830507 1.08183906148169
6083358 3 8 1 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 76.4789683855703 66.830507 1.1443721111613
6083409 1 1 60 2 1 24195 23 16.354944 6.745599 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 49.7830849323254 46.190103 1.07778683525182
6083409 2 1 44 2 1 28243 259 18.053354 7.992105 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 49.7830849323254 46.190103 1.07778683525182
6083409 3 5 19 2 0 0 0 -1 -1 1 28676 1145 16.309914 6.240219 -1 -1 -1 -1 -1 -1 -1 74.4035886233376 46.190103 1.61081235569744
6083438 1 2 33 2 2 26762 399 31.279135 19.038059 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.7047281870261 58.755267 0.67576457761695
6083438 2 1 34 1 1 2382 2148 3.684158 0.592779 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.4894427826656 58.755267 1.11461399337468
6083438 3 8 4 1 0 0 0 -1 -1 2 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 68.0681273057953 58.755267 1.15850256123924
6083466 1 1 53 2 1 22648 209 58.590378 34.043625 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.1282771891267 32.982249 1.06506615692358
6083466 2 1 56 1 1 31769 1920 6.94704 2.119745 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.1282771891267 32.982249 1.06506615692358
6083477 1 1 49 2 1 8803 2747 31.199224 21.125027 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 136.543435505543 133.891261 1.01980842129452
6083477 2 1 49 1 1 30535 1956 36.590645 26.202486 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 136.543435505543 133.891261 1.01980842129452
6083477 3 7 11 1 0 0 0 -1 -1 1 31483 2815 17.288294 9.165076 -1 -1 -1 -1 -1 -1 -1 137.476108738325 133.891261 1.02677432202484
6083497 1 1 27 2 1 27319 958 3.227669 0.229661 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3573589496342 28.166385 1.07778683525182
6083497 2 1 25 1 1 23168 968 6.722631 1.299168 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3573589496342 28.166385 1.07778683525182
6083517 1 3 65 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.1097203341421 37.361886 0.725598283077629
6083538 1 1 55 1 1 20097 2357 11.365436 5.142574 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 397.457942902123 377.785522 1.05207298786353
6083538 2 4 54 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 392.970342076374 377.785522 1.04019428800761
6083572 1 1 71 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.128966676503 154.138983 1.07778683525182
6083572 2 2 38 2 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 111.465688454106 154.138983 0.723150537811102
6083708 1 1 50 2 1 9508 121 11.386732 4.531583 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.739757098335 154.705691 1.07778683525182
6083815 1 1 60 2 1 27730 86 7.139592 2.340644 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6083836 1 1 57 2 1 19950 2528 12.895059 5.771574 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 23.0583299662164 21.917044 1.05207298786353
6083836 2 2 58 1 2 23465 256 41.80328 22.474234 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 16.9628965548197 21.917044 0.773959141334008
6083844 1 3 69 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 38.7547742330223 46.836295 0.827451749396964
6083844 2 3 69 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 38.7547742330223 46.836295 0.827451749396964
6083844 3 4 33 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 46.2567553125132 46.836295 0.987626269595262
6083844 4 7 14 1 0 0 0 -1 -1 1 1167 2262 7.099483 2.107704 -1 -1 -1 -1 -1 -1 -1 46.2113242882973 46.836295 0.986656273479731
6083844 5 7 12 1 0 0 0 -1 -1 1 1073 2230 8.101277 2.719342 -1 -1 -1 -1 -1 -1 -1 46.2113242882973 46.836295 0.986656273479731
6083844 6 7 9 2 0 0 0 -1 -1 1 1088 2256 3.966259 0.482952 -1 -1 -1 -1 -1 -1 -1 46.2113242882973 46.836295 0.986656273479731
6083886 1 4 51 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 90.5189401661009 83.671355 1.08183906148169
6083886 2 3 74 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 71.0928725726973 83.671355 0.849667996564623
6083886 3 2 20 2 2 23142 200 12.062864 3.846971 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.5069853676336 83.671355 0.723150537811102
6083886 4 7 15 1 0 0 0 -1 -1 1 22997 677 9.071461 2.983793 -1 -1 -1 -1 -1 -1 -1 73.9725522326866 83.671355 0.884084549995474
6083887 1 1 25 2 1 22712 974 10.012875 3.082902 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6083897 1 2 61 1 2 30036 2013 10.876218 4.401085 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 79.2007411593612 118.319379 0.6693809740107
6083955 1 3 82 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 76.7481085773865 105.772175 0.725598283077629
6083995 1 2 30 2 2 10218 2375 32.255806 15.976745 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 104.551292413658 156.191013 0.6693809740107
6083995 2 1 29 1 1 24973 261 29.791309 14.1323 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.353761961911 156.191013 1.06506615692358
6083995 3 8 1 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 188.674249914785 156.191013 1.20797122888745
6084006 1 3 79 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 76.7481085773865 105.772175 0.725598283077629
6084053 1 1 55 2 1 24759 495 29.425671 13.252839 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6084057 1 3 97 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.6660397513991 36.091791 0.849667996564623
6084057 2 3 90 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.6660397513991 36.091791 0.849667996564623
6084078 1 3 80 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 141.681481633789 166.749227 0.849667996564623
6084078 2 4 52 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 180.395827240477 166.749227 1.08183906148169
6084094 1 1 33 2 1 23142 200 14.030195 4.65926 2 26433 1144 19.647074 8.665356 -1 -1 -1 -1 -1 -1 -1 52.0254430765903 48.270624 1.07778683525182
6084094 2 7 14 1 0 0 0 -1 -1 1 22622 671 11.279201 3.890716 -1 -1 -1 -1 -1 -1 -1 42.6753128970407 48.270624 0.884084549995474
6084119 1 1 31 1 1 28241 259 25.783121 12.81141 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 182.221408380369 169.069989 1.07778683525182
6084119 2 1 32 1 1 22666 982 11.43972 4.340506 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 182.221408380369 169.069989 1.07778683525182
6084126 1 3 68 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 76.7481085773865 105.772175 0.725598283077629
6084149 1 1 33 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 246.225355506385 231.183156 1.06506615692358
6084149 2 1 33 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 246.225355506385 231.183156 1.06506615692358
6084154 1 3 65 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.2730443911108 69.284955 0.725598283077629
6084154 2 3 68 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.2730443911108 69.284955 0.725598283077629
6084154 3 1 41 2 1 9107 1638 3.054739 1.089716 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 73.7930607544733 69.284955 1.06506615692358
6084173 1 4 64 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 43.9804993504064 38.178395 1.15197350099202
6084173 2 3 67 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.7021778626595 38.178395 0.725598283077629
6084184 1 3 68 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 116.414493180637 137.011743 0.849667996564623
6084207 1 1 60 2 1 6339 1262 36.621284 19.804049 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6084240 1 1 52 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6084264 1 2 26 2 2 23809 455 9.107287 3.415594 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 24.126026655411 33.362385 0.723150537811102
6084264 2 2 26 1 2 23809 455 9.107287 3.415594 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 24.126026655411 33.362385 0.723150537811102
6084287 1 1 33 2 1 19052 2367 15.800159 7.241005 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 342.832140949562 318.089004 1.07778683525182
6084306 1 1 45 2 1 22669 982 29.119785 13.256306 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 90.1798849066812 83.671355 1.07778683525182
6084323 1 1 43 2 1 5486 383 22.281912 11.15617 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3573589496342 28.166385 1.07778683525182
6084323 2 4 51 1 0 22648 209 8.498431 2.296078 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.4714955137318 28.166385 1.08183906148169
6084402 1 1 29 2 1 27399 957 16.410011 6.49728 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 84.313023402919 78.227921 1.07778683525182
6084402 2 4 39 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 84.6300206363034 78.227921 1.08183906148169
6084402 3 6 17 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 183.96140772857 78.227921 2.35160803683598
6084402 4 4 21 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 84.6300206363034 78.227921 1.08183906148169
6084402 5 6 16 1 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 183.96140772857 78.227921 2.35160803683598
6084451 1 1 55 2 1 569 2169 14.177881 6.157751 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 165.584178037026 148.557419 1.11461399337468
6084480 1 2 61 1 2 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 28.200165668471 38.996259 0.723150537811102
6084480 2 1 48 2 1 22199 1121 6.498938 1.932082 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 42.0296545742701 38.996259 1.07778683525182
6084480 3 7 11 1 0 0 0 -1 -1 1 22199 1121 6.498938 1.932082 -1 -1 -1 -1 -1 -1 -1 34.475990089522 38.996259 0.884084549995474
6084509 1 4 42 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 438.384945165098 443.877364 0.987626269595262
6084509 2 1 45 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 494.751921256667 443.877364 1.11461399337468
6084509 3 4 -1 -1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 438.384945165098 443.877364 0.987626269595262
6084509 4 4 -1 -1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 438.384945165098 443.877364 0.987626269595262
6084636 1 4 63 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 41.9196750504467 33.4727 1.25235415877556
6084636 2 1 64 1 1 4684 710 25.882673 14.445027 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.1357413434652 33.4727 1.01980842129452
6084691 1 3 72 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3828371651209 35.398008 0.858320535017701
6084821 1 1 37 1 1 25651 1997 26.801201 15.954696 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 46.1009479996 42.773716 1.07778683525182
6084821 2 1 38 2 1 22045 1043 12.513478 4.492835 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 46.1009479996 42.773716 1.07778683525182
6084821 3 7 11 2 0 0 0 -1 -1 1 28731 514 20.614019 8.909534 -1 -1 -1 -1 -1 -1 -1 37.8155814614942 42.773716 0.884084549995474
6084839 1 1 61 2 1 31604 1797 48.782887 36.479488 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6084871 1 3 69 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3828371651209 35.398008 0.858320535017701
6084900 1 1 40 2 1 20580 1836 41.868019 29.746393 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 265.101127390306 251.979787 1.05207298786353
6084900 2 1 42 1 1 19657 2541 27.063183 15.550887 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 265.101127390306 251.979787 1.05207298786353
6084900 3 7 15 1 0 0 0 -1 -1 1 16716 2596 5.404434 1.714652 -1 -1 -1 -1 -1 -1 -1 239.927325865841 251.979787 0.952168936732379
6084900 4 7 13 1 0 0 0 -1 -1 1 16716 2596 5.404434 1.714652 -1 -1 -1 -1 -1 -1 -1 239.927325865841 251.979787 0.952168936732379
6084900 5 7 8 1 0 0 0 -1 -1 1 15897 2607 5.811381 1.506202 -1 -1 -1 -1 -1 -1 -1 239.927325865841 251.979787 0.952168936732379
6084928 1 3 65 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 14.8425895196754 17.93771 0.827451749396964
6084928 2 4 64 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 17.7157536123816 17.93771 0.987626269595262
6084955 1 1 59 2 1 23167 968 64.581985 39.286598 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 73.2386562979627 64.380723 1.13758673225777
6084999 1 3 80 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 116.414493180637 137.011743 0.849667996564623
6085040 1 2 34 2 2 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 63.4664821698915 94.813693 0.6693809740107
6085040 2 2 37 1 2 30465 1744 3.401047 2.647314 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 63.4664821698915 94.813693 0.6693809740107
6085058 1 4 53 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 237.97130425621 219.969229 1.08183906148169
6085058 2 1 53 2 1 22923 675 29.863111 16.680111 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 237.079939176692 219.969229 1.07778683525182
6085083 1 2 69 2 2 24377 1047 16.977365 6.876774 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 24.214728300379 33.485045 0.723150537811102
6085084 1 4 64 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 139.279111280337 111.213837 1.25235415877556
6085084 2 4 62 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 139.279111280337 111.213837 1.25235415877556
6085085 1 1 61 1 1 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 313.983243379172 294.801634 1.06506615692358
